"","x","y","endX","endY","event","GoalProbability","WeightedExpectedGoals","WeightedCount"
"1",12,40,0,0,"Shot",0.345833237052541,0.0865282985436092,7.92914504983025
"2",6,40,0,0,"Shot",0.22782405813788,0.0508541839425811,7.07395079132683
"3",20,32,0,0,"Shot",0.131697859745557,0.0252145905897389,6.06747690642652
"4",12,30,0,0,"Shot",0.101619255728881,0.0239467011263805,7.4680052134128
"5",12,50,0,0,"Shot",0.167260780070633,0.023506734208896,4.45382457417673
"6",0,80,6,38,"Pass",0.0622974658281042,0.0192431853592853,9.78907173339397
"7",6,66,4,40,"Pass",0.130719649241329,0.0175529977401333,4.25544862145055
"8",4,22,4,46,"Pass",0.320821648639681,0.014778851825381,1.45986251381184
"9",0,2,8,38,"Pass",0.0379478766380166,0.0143202986833094,11.9591282837482
"10",34,58,8,66,"Pass",0.214156876539303,0.014227146292081,2.10533253270019
"11",58,34,38,16,"Pass",0.179239905110163,0.0140925383916702,2.49166384017107
"12",90,20,82,24,"Pass",0.0502302511639119,0.0140680674395938,8.87572872558929
"13",72,20,54,32,"Run",0.402641727666794,0.0139215641731448,1.09573158634284
"14",64,72,50,66,"Pass",0.097159702597833,0.0138883985190292,4.53002836492946
"15",12,72,34,70,"Pass",0.312723256276608,0.0138646869678471,1.40502747673985
"16",34,70,34,58,"Pass",0.137791410726753,0.0138370368901571,3.18240816903933
"17",108,16,90,20,"Pass",0.240166823692445,0.0135138071869504,1.78319826175209
"18",32,76,24,68,"Pass",0.0937019653606896,0.0134748591555535,4.55732984593386
"19",78,80,64,72,"Pass",0.0630703666978954,0.0134514053357329,6.75891884593311
"20",20,74,4,38,"Pass",0.218854890965662,0.0133564788493891,1.93406315929032
"21",96,58,32,76,"Pass",0.450196196802448,0.0132027071678936,0.929385938511179
"22",36,40,24,46,"Pass",0.134349949838153,0.0131247216926424,3.09590426688648
"23",32,16,10,22,"Pass",0.226070784976926,0.0131115441089948,1.83799500309195
"24",46,62,14,78,"Pass",0.330110317343107,0.0129499546336901,1.24320880469125
