GoalProbability,WeightedExpectedGoals,WeightedCount
0,0,310543.552
0.01,0,37171.642
0.05,0,2239.889
0.02,0,11410.36
0.03,0,5456.767
0.06,0,1250.362
0.04,0,2756.203
0.07,0,575.814
0.28,0,13.837
0.49,0,2.282
0.25,0,22.698
0.05,0.000909090909090909,1683.307
0.09,0,625.714
0.08,0,637.962
0.04,0.000909090909090909,2380.553
0.18,0,48.013
0.26,0,26.399
0.15,0,87.421
0.21,0,39.778
0.1,0,242.472
0.12,0,226.479
0.11,0,222.891
0.14,0,101.131
0.13,0,438.762
0.03,0.000909090909090909,4218.033
0.06,0.000909090909090909,1051.499
0.05,0.00181818181818182,1087.235
0.17,0,53.251
0.16,0,57.985
0.19,0,49.188
0.2,0,44.387
0.22,0,41.475
0.23,0,56.493
0.24,0,44.467
0.27,0,55.989
0.02,0.000909090909090909,8772.907
0.07,0.000909090909090909,664.638
0.08,0.000909090909090909,522.217
0.15,0.000909090909090909,93.46
0.13,0.000909090909090909,315.809
0.09,0.000909090909090909,460.37
0.14,0.000909090909090909,98.648
0.11,0.000909090909090909,208.041
0.01,0.000909090909090909,20566.384
0.06,0.00181818181818182,772.233
0.18,0.000909090909090909,54.494
0.17,0.000909090909090909,54.4
0.15,0.00181818181818182,89.583
0.17,0.00181818181818182,45.537
0.16,0.000909090909090909,53.687
0.19,0.000909090909090909,46.356
0.18,0.00181818181818182,49.732
0,0.000909090909090909,13933.575
0.05,0.00272727272727273,1013.614
0.03,0.00181818181818182,3300.688
0.04,0.00181818181818182,1911.647
0.07,0.00181818181818182,508.802
0.06,0.00272727272727273,601.036
0.07,0.00454545454545455,340.567
0.05,0.00363636363636364,820.66
0.09,0.00363636363636364,215.787
0.08,0.00363636363636364,274.214
0.08,0.00181818181818182,461.559
0.1,0.00181818181818182,255.675
0.06,0.00363636363636364,542.517
0.04,0.00272727272727273,1469.182
0.11,0.00272727272727273,192.266
0.09,0.00454545454545455,232.839
0.09,0.00181818181818182,374.803
0.08,0.00545454545454545,223.167
0.12,0.00454545454545455,106
0.1,0.00454545454545455,135.993
0.12,0.00272727272727273,142.001
0.1,0.000909090909090909,232.218
0.16,0.00181818181818182,46.974
0.12,0.000909090909090909,178.69
0.19,0.00181818181818182,40.123
0.18,0.00272727272727273,43.678
0.03,0.00272727272727273,2309.249
0.02,0.00181818181818182,5685.565
0.09,0.00272727272727273,287.464
0.07,0.00363636363636364,377.897
0.05,0.00454545454545455,634.358
0.12,0.00363636363636364,119.006
0.1,0.00545454545454545,124.892
0.13,0.00272727272727273,134.222
0.1,0.00363636363636364,201.251
0.08,0.00272727272727273,343.459
0.14,0.00181818181818182,90.176
0.13,0.00181818181818182,233.748
0.2,0.000909090909090909,50.164
0.2,0.00181818181818182,45.505
0.2,0.00272727272727273,47.092
0.19,0.00363636363636364,37.068
0.19,0.00272727272727273,41.665
0.17,0.00272727272727273,42.156
0.04,0.00363636363636364,1220.168
0.1,0.00272727272727273,239.216
0.2,0.00363636363636364,35.452
0.01,0.00181818181818182,10441.307
0.08,0.00454545454545455,309.795
0.07,0.00545454545454545,282.055
0.06,0.00454545454545455,410.374
0.11,0.00909090909090909,86.949
0.08,0.00636363636363636,214.251
0.12,0.00727272727272727,52.651
0.11,0.00727272727272727,71.495
0.09,0.00545454545454545,187.517
0.07,0.00272727272727273,467.336
0.09,0.00727272727272727,165.952
0.12,0.00545454545454545,100.988
0.13,0.00818181818181818,60.329
0.13,0.0109090909090909,26.763
0.1,0.00818181818181818,114.189
0.15,0.00818181818181818,31.84
0.14,0.00909090909090909,33.27
0.12,0.00636363636363636,76.467
0.14,0.00454545454545455,68.199
0.14,0.00545454545454545,61.798
0.13,0.00363636363636364,90.907
0.12,0.00181818181818182,151.084
0.16,0.00272727272727273,50.171
0.11,0.00818181818181818,90.303
0.09,0.00909090909090909,72.928
0.07,0.00636363636363636,297.896
0.14,0.00636363636363636,62.917
0.14,0.01,11.201
0.09,0.00636363636363636,188.114
0.15,0.00727272727272727,37.627
0.14,0.00727272727272727,40.212
0.16,0.00363636363636364,48.245
0.16,0.00454545454545455,37.675
0.15,0.00272727272727273,76.237
0.2,0.00454545454545455,33.155
0.2,0.00545454545454545,33.7
0.19,0.00454545454545455,25.949
0.17,0.00363636363636364,56.523
0.07,0.00727272727272727,238.572
0.05,0.00545454545454545,523.655
0.11,0.00181818181818182,188.844
0.13,0.00545454545454545,72.446
0.12,0.00818181818181818,77.205
0.21,0.000909090909090909,31.916
0.23,0.000909090909090909,51.445
0.22,0.000909090909090909,30.431
0.25,0.000909090909090909,21.369
0.24,0.000909090909090909,59.917
0.26,0.000909090909090909,31.623
0.27,0.000909090909090909,50.057
0.08,0.00727272727272727,193.859
0.06,0.00545454545454545,369.508
0.13,0.00909090909090909,42.656
0.12,0.01,49.907
0.1,0.00727272727272727,115.591
0.14,0.0118181818181818,18.732
0.13,0.0118181818181818,34.988
0.13,0.01,29.409
0.11,0.00636363636363636,94.987
0.16,0.0145454545454545,5.894
0.14,0.0109090909090909,29.837
0.11,0.00545454545454545,131.954
0.16,0.0118181818181818,18.827
0.17,0.0118181818181818,13.59
0.15,0.00909090909090909,30.829
0.13,0.00454545454545455,58.018
0.13,0.00636363636363636,84.614
0.15,0.00545454545454545,60.759
0.16,0.0136363636363636,8.157
0.13,0.00727272727272727,50.859
0.16,0.00909090909090909,22.121
0.17,0.01,18.836
0.16,0.00727272727272727,22.218
0.14,0.00363636363636364,56.897
0.11,0.00363636363636364,135.77
0.17,0.00545454545454545,37.392
0.19,0.00545454545454545,25.393
0.14,0.00272727272727273,77.347
0.1,0.01,107.799
0.1,0.00636363636363636,105.542
0.15,0.00363636363636364,62.074
0.29,0.000909090909090909,9.664
0.31,0.000909090909090909,6.121
0.33,0.000909090909090909,5.734
0.22,0.00181818181818182,36.034
0.3,0.00181818181818182,8.078
0.26,0.00181818181818182,28.283
0.32,0.00181818181818182,5.943
0.02,0.00272727272727273,3462.939
0.23,0.00181818181818182,40.641
0.21,0.00272727272727273,29.593
0.25,0.00272727272727273,19.251
