x,y,WeightedProbabiliticGoals,GoalProbability
0,0,0.000806391946864695,0.002
0,2,0.00301938687676103,0.005
0,4,0.00788192265981164,0.01
0,6,0.0143445325360625,0.016
0,8,0.0182004219051436,0.018
0,10,0.0160996834084419,0.015
0,12,0.00992873778395077,0.009
0,14,0.00426885665042628,0.004
0,16,0.00127958731527351,0.001
0,18,0.000276426578167454,0
0,20,0.000142612855814685,0
0,22,0.000650166172814175,0
0,24,0.00285412131110059,0.001
0,26,0.00898985347642851,0.004
0,28,0.0207051741928776,0.007
0,30,0.0360062344952213,0.009
0,32,0.0499011891217913,0.009
0,34,0.0598603415303695,0.008
0,36,0.0678583576696987,0.007
0,38,0.0783333008611431,0.006
0,40,0.0956416093071055,0.007
0,42,0.118594562303375,0.01
0,44,0.131838950820248,0.014
0,46,0.116452530192336,0.017
0,48,0.076230193622843,0.017
0,50,0.0358447695822979,0.013
0,52,0.0119581630069292,0.007
0,54,0.00284097496602298,0.003
0,56,0.000543202967407714,0.001
0,58,0.000246251685569996,0
0,60,0.000371303342597273,0
0,62,0.000590483796806302,0.001
0,64,0.00082220776079932,0.001
0,66,0.000898988332787733,0.001
0,68,0.000714183057555199,0.001
0,70,0.000448686800206708,0
0,72,0.000275344796594851,0
0,74,0.000241463273790986,0
0,76,0.000235444142991084,0
0,78,0.000196588588121654,0
0,80,0.000114437810727319,0
2,0,0.00131705120563657,0.001
2,2,0.00493145689485489,0.004
2,4,0.012873263159684,0.008
2,6,0.0234284133718961,0.012
2,8,0.029726099952342,0.014
2,10,0.0262950386916665,0.012
2,12,0.0162162532992109,0.007
2,14,0.00697217131196995,0.003
2,16,0.00208990432363657,0.001
2,18,0.000482457032618906,0
2,20,0.00033953098780671,0
2,22,0.00141035859900615,0
2,24,0.00578635667612612,0.002
2,26,0.0183241437994626,0.004
2,28,0.0433398243309053,0.007
2,30,0.0782037278501626,0.009
2,32,0.112506655862196,0.009
2,34,0.13768315117631,0.008
2,36,0.153935563011235,0.007
2,38,0.168422139680032,0.006
2,40,0.190961600574163,0.007
2,42,0.221593465052241,0.009
2,44,0.235123265233473,0.011
2,46,0.20136465688644,0.014
2,48,0.129114783825695,0.014
2,50,0.0599192758933935,0.011
2,52,0.0199711474526608,0.006
2,54,0.0050056999909344,0.002
2,56,0.00150341718417984,0.001
2,58,0.00142035000112543,0.001
2,60,0.0022422243697705,0.001
2,62,0.00335379801398766,0.002
2,64,0.00440015331235148,0.002
2,66,0.00464573831324387,0.002
2,68,0.00369517451939716,0.001
2,70,0.00228120616809937,0.001
2,72,0.00138583006355799,0
2,74,0.00121530193489387,0
2,76,0.00122892110476726,0
2,78,0.000989444430912127,0
2,80,0.000575973689987806,0
4,0,0.00149968470873572,0.001
4,2,0.00561529458031108,0.002
4,4,0.0146583791347565,0.005
4,6,0.0266771960979225,0.008
4,8,0.0338481733725229,0.009
4,10,0.0299413320247079,0.008
4,12,0.018464936671963,0.005
4,14,0.00794997332170139,0.002
4,16,0.00244198416665054,0.001
4,18,0.00072875660460041,0
4,20,0.000885467181128932,0
4,22,0.00278103408785418,0.001
4,24,0.00944217275929833,0.002
4,26,0.0280751891229638,0.004
4,28,0.066752948686105,0.007
4,30,0.12422303166756,0.009
4,32,0.185540741217262,0.009
4,34,0.232715553845105,0.008
4,36,0.258406462608102,0.007
4,38,0.270313155681382,0.006
4,40,0.28586740252967,0.006
4,42,0.309461788059457,0.007
4,44,0.310975499822956,0.009
4,46,0.256076498244198,0.011
4,48,0.159868809904343,0.011
4,50,0.0734383771866166,0.009
4,52,0.0250955009828279,0.005
4,54,0.00763739609480413,0.002
4,56,0.0046039467418457,0.001
4,58,0.00643303582724272,0.002
4,60,0.00971456550281452,0.003
4,62,0.0133367474732834,0.004
4,64,0.0163891223816163,0.004
4,66,0.0167125006956258,0.004
4,68,0.0131234693228664,0.003
4,70,0.00802844359447897,0.002
4,72,0.00486277200835967,0.001
4,74,0.00426440180950799,0.001
4,76,0.00431219043798338,0.001
4,78,0.00347188505213541,0.001
4,80,0.00202104775388799,0.001
6,0,0.00119052382544175,0
6,2,0.00445769830537916,0.001
6,4,0.0116365456689877,0.003
6,6,0.0211776764579622,0.004
6,8,0.0268703525567338,0.005
6,10,0.0237689088467984,0.004
6,12,0.0146751873230969,0.003
6,14,0.00638943773383899,0.001
6,16,0.00222280246347429,0
6,18,0.00141484319363671,0
6,20,0.00281695560996233,0.001
6,22,0.00644918003800024,0.001
6,24,0.0148270754002182,0.002
6,26,0.03508201847465,0.004
6,28,0.0779454482952288,0.006
6,30,0.147135069657915,0.008
6,32,0.228818109048673,0.009
6,34,0.297086487553936,0.008
6,36,0.331625763342245,0.007
6,38,0.335552043879766,0.006
6,40,0.333479487850915,0.006
6,42,0.336774640359244,0.007
6,44,0.318338437928847,0.008
6,46,0.249984703567569,0.009
6,48,0.151884051236542,0.009
6,50,0.0705583424819117,0.007
6,52,0.0271690524208009,0.004
6,54,0.012958007900973,0.002
6,56,0.0139189222938371,0.003
6,58,0.0215014796649415,0.004
6,60,0.0304027059193946,0.006
6,62,0.0381315274472189,0.007
6,64,0.0433831324504203,0.007
6,66,0.0422791329495499,0.006
6,68,0.0325270928973576,0.005
6,70,0.0197524104779463,0.003
6,72,0.0119485128224305,0.002
6,74,0.0104321271899552,0.002
6,76,0.0105490338682558,0.002
6,78,0.00854446834173037,0.002
6,80,0.00494414648697595,0.002
8,0,0.00065889626221134,0
8,2,0.0024671163136028,0
8,4,0.00644025451863813,0.001
8,6,0.0117208001740702,0.002
8,8,0.0148714158302237,0.002
8,10,0.0131674239206807,0.002
8,12,0.00818383757652138,0.001
8,14,0.0038406654175374,0.001
8,16,0.00228823577206154,0
8,18,0.00373831483380569,0.001
8,20,0.00835773451649064,0.001
8,22,0.016131469446503,0.002
8,24,0.0266560841309964,0.003
8,26,0.0429172711363126,0.004
8,28,0.0757022651924912,0.005
8,30,0.136672336300284,0.007
8,32,0.221442575939114,0.008
8,34,0.302483028069122,0.007
8,36,0.3454031659541,0.007
8,38,0.34269972010004,0.006
8,40,0.322054600219248,0.006
8,42,0.303374897901366,0.006
8,44,0.269311192304639,0.007
8,46,0.202611040035662,0.007
8,48,0.123184662138259,0.007
8,50,0.0631032968485908,0.006
8,52,0.0325153552645898,0.004
8,54,0.0251065729062105,0.004
8,56,0.0341452722420135,0.005
8,58,0.0523318409554453,0.007
8,60,0.0692779955009108,0.009
8,62,0.0792307399800945,0.011
8,64,0.0823951547700792,0.01
8,66,0.0757114992080328,0.009
8,68,0.0565878301679874,0.006
8,70,0.0339487858263378,0.004
8,72,0.0204374126609777,0.002
8,74,0.0178584345435547,0.002
8,76,0.0180859284071579,0.003
8,78,0.0146664330217364,0.003
8,80,0.00849718117984456,0.002
10,0,0.00025423586795683,0
10,2,0.000951939619803278,0
10,4,0.00249763331383687,0
10,6,0.00453462408541415,0.001
10,8,0.005738396332874,0.001
10,10,0.00511312003239046,0.001
10,12,0.00334065978426459,0
10,14,0.00232584063406831,0
10,16,0.00372233367424978,0
10,18,0.00894870669750373,0.001
10,20,0.0195107427948743,0.002
10,22,0.0348369526882955,0.003
10,24,0.0496178106454345,0.004
10,26,0.0595272530123999,0.005
10,28,0.0735412057984832,0.005
10,30,0.112235187844682,0.005
10,32,0.184987129125871,0.006
10,34,0.269053522718363,0.007
10,36,0.319487598371406,0.006
10,38,0.314764185018479,0.006
10,40,0.280007778059033,0.005
10,42,0.244664193854797,0.005
10,44,0.205646137812551,0.006
10,46,0.15460570137761,0.006
10,48,0.103950790870224,0.006
10,50,0.0682736263872928,0.006
10,52,0.0493393871955483,0.005
10,54,0.0470992051190072,0.005
10,56,0.0643421406699149,0.007
10,58,0.0936617733570699,0.009
10,60,0.116163817889997,0.011
10,62,0.121357969361914,0.012
10,64,0.114043542134342,0.011
10,66,0.0971217379389533,0.009
10,68,0.0697246040240327,0.006
10,70,0.0410633303608996,0.004
10,72,0.0246504136425355,0.002
