Count,WeightedCount,Goals,WeightedGoals,GoalProbability,WeightedProbabiliticGoals,y,x,event
47,1.64980207858631,2,0.00281933183969737,0.00170889094897565,0.00281933183969737,48,90,Shot
43,1.71174915979269,2,0.000187397726421813,0.00010947732928609,0.000187397726421813,50,90,Shot
36,1.37934788634578,1,0.00190459533838238,0.00138079403842645,0.00190459533838238,52,90,Shot
29,1.05890531059231,1,0.0175362394461035,0.0165607248076736,0.0175362394461035,54,90,Shot
28,0.685362755725941,1,0.0593985351456882,0.0866672935601423,0.0593985351456882,56,90,Shot
21,0.303357377017062,1,0.0740151324760188,0.243986591668927,0.0740151324760188,58,90,Shot
18,0.0817887025705235,1,0.0339289816545594,0.414837020128833,0.0339289816545594,60,90,Shot
10,0.0114036312381971,1,0.00572172060493506,0.501745495397103,0.00572172060493506,62,90,Shot
3,0.000894745294786748,1,0.000354967005960446,0.396724082293217,0.000354967005960446,64,90,Shot
1,0.000142255515309153,0,0,0,0,66,90,Shot
3,0.000744072849372466,0,0,0,0,14,92,Shot
5,0.00638300629684059,0,0,0,0,16,92,Shot
10,0.0300820476905453,0,0,0,0,18,92,Shot
12,0.0972539813747781,0,0,0,0,20,92,Shot
22,0.302687089691237,0,0,0,0,22,92,Shot
26,0.673222045345718,0,0,0,0,24,92,Shot
33,1.04938066586896,1,0.00126955896082738,0.00120981737335145,0.00126955896082738,26,92,Shot
45,1.52961670646322,3,0.00989757919436665,0.00647062702214584,0.00989757919436665,28,92,Shot
50,1.78809042410003,3,0.0335408398283696,0.0187579103250615,0.0335408398283696,30,92,Shot
56,1.79977736804653,3,0.0829609709446314,0.0460951295518717,0.0829609709446314,32,92,Shot
64,1.94075801272593,4,0.17706237823697,0.0912336195836559,0.17706237823697,34,92,Shot
67,1.77592899663196,5,0.194216226971361,0.1093603558136,0.194216226971361,36,92,Shot
66,1.66839079895068,5,0.12556229498225,0.0752595225658287,0.12556229498225,38,92,Shot
65,1.791196310469,4,0.123876191260315,0.0691583555282556,0.123876191260315,40,92,Shot
64,1.67990951934167,5,0.101732959423919,0.0605585945270353,0.101732959423919,42,92,Shot
57,1.50944047993117,3,0.0401309564637282,0.0265866438573041,0.0401309564637282,44,92,Shot
56,1.52260072303131,3,0.0105979597719395,0.0069604326410934,0.0105979597719395,46,92,Shot
49,1.69970121282917,3,0.00439535976545423,0.00258596024541167,0.00439535976545423,48,92,Shot
46,1.71883611209966,3,0.00183309970443006,0.00106647730491933,0.00183309970443006,50,92,Shot
45,1.49019123858577,3,0.00560969377573984,0.00376441199658614,0.00560969377573984,52,92,Shot
39,1.32079315909457,2,0.0437152754250987,0.0330977451874952,0.0437152754250987,54,92,Shot
34,1.01400261918805,2,0.144148192938546,0.142157614004953,0.144148192938546,56,92,Shot
26,0.574816511585835,2,0.178671307350765,0.310831898091857,0.178671307350765,58,92,Shot
17,0.207917467408705,1,0.0817993719100125,0.393422317660395,0.0817993719100125,60,92,Shot
12,0.039731835400631,1,0.0137944945266393,0.347189964610097,0.0137944945266393,62,92,Shot
6,0.00378147023216061,1,0.000855789850457839,0.22631140744664,0.000855789850457839,64,92,Shot
1,0.0000929465729996705,0,0,0,0,66,92,Shot
1,0.000543823553576368,0,0,0,0,12,94,Shot
3,0.00687711280527102,0,0,0,0,14,94,Shot
6,0.0423377657564287,0,0,0,0,16,94,Shot
9,0.15302512930336,0,0,0,0,18,94,Shot
16,0.332069272530432,0,0,0,0,20,94,Shot
25,0.536174658410262,0,0,0,0,22,94,Shot
30,0.725199721797575,1,0.000261497531633309,0.000360586916642945,0.000261497531633309,24,94,Shot
33,0.989047688029848,1,0.00535842219539461,0.00541775918415867,0.00535842219539461,26,94,Shot
45,1.47221205959825,3,0.0410893408614685,0.0279099336223896,0.0410893408614685,28,94,Shot
49,1.81392582019221,3,0.126342793842586,0.0696515769477265,0.126342793842586,30,94,Shot
54,2.1356512627832,3,0.224234388247914,0.104995788477043,0.224234388247914,32,94,Shot
63,2.65624305822188,4,0.358729191713411,0.135051342761362,0.358729191713411,34,94,Shot
69,2.32428219846203,4,0.35730116907339,0.153725382102834,0.35730116907339,36,94,Shot
65,1.74520903329446,5,0.222128963872846,0.127279288403366,0.222128963872846,38,94,Shot
65,1.71346603014409,5,0.211387508458648,0.123368368406389,0.211387508458648,40,94,Shot
65,1.46508483216593,5,0.156941583930386,0.107121158095924,0.156941583930386,42,94,Shot
55,1.22500503444836,3,0.0582805511290077,0.0475757645806351,0.0582805511290077,44,94,Shot
54,1.36188216817535,3,0.040177901824218,0.0295017460123209,0.040177901824218,46,94,Shot
53,1.33674722906381,3,0.037511279163583,0.0280616098152334,0.037511279163583,48,94,Shot
52,1.15317983340765,3,0.0169928331866979,0.0147356315939761,0.0169928331866979,50,94,Shot
48,1.25272267850191,3,0.0174332648899716,0.013916300222823,0.0174332648899716,52,94,Shot
44,1.44690344963342,3,0.0577467661134963,0.0399105870734684,0.0577467661134963,54,94,Shot
34,1.24536333459587,2,0.140242891082124,0.112612028302274,0.140242891082124,56,94,Shot
26,0.838603499385962,2,0.161463258118206,0.192538259423472,0.161463258118206,58,94,Shot
20,0.428569929002587,2,0.0728339469286817,0.169946470808599,0.0728339469286817,60,94,Shot
11,0.126820002587348,1,0.0122346191098594,0.0964723139903163,0.0122346191098594,62,94,Shot
6,0.017762595022131,1,0.000759017507906179,0.0427312285710784,0.000759017507906179,64,94,Shot
3,0.00097313977238767,0,0,0,0,66,94,Shot
1,0.000128846895667396,0,0,0,0,10,96,Shot
2,0.00304870033157663,0,0,0,0,12,96,Shot
3,0.02980326674381,0,0,0,0,14,96,Shot
7,0.134696779036401,0,0,0,0,16,96,Shot
10,0.357776675108147,0,0,0,0,18,96,Shot
17,0.627226991024495,0,0,0,0,20,96,Shot
21,0.809661849187741,0,0,0,0,22,96,Shot
31,0.865110885690688,1,0.000406029104989935,0.000469337644116879,0.000406029104989935,24,96,Shot
35,0.964167243799024,1,0.00832006082262055,0.00862927140092184,0.00832006082262055,26,96,Shot
49,1.1804412753473,3,0.0633175833911452,0.0536389100529517,0.0633175833911452,28,96,Shot
62,1.42547174238077,5,0.18637834957471,0.130748540313699,0.18637834957471,30,96,Shot
62,1.90145877950458,5,0.267595164797511,0.140731509766008,0.267595164797511,32,96,Shot
65,2.53174274678228,6,0.313434341412548,0.123801812727975,0.313434341412548,34,96,Shot
66,2.28411842087296,7,0.271536803691032,0.11888035279154,0.271536803691032,36,96,Shot
63,1.65382771252492,7,0.157333266977461,0.0951328036082172,0.157333266977461,38,96,Shot
67,1.5675550727399,6,0.144748918947659,0.0923405636362455,0.144748918947659,40,96,Shot
62,1.37630382799676,6,0.11066237868767,0.0804054863734133,0.11066237868767,42,96,Shot
55,1.1949851436621,4,0.0743258058101963,0.0621981002896993,0.0743258058101963,44,96,Shot
50,1.45347590981641,2,0.129088923969983,0.088813941186193,0.129088923969983,46,96,Shot
55,1.36744945440434,3,0.134614646047468,0.0984421366463644,0.134614646047468,48,96,Shot
46,0.948008046826418,2,0.064151634510952,0.0676699261421968,0.064151634510952,50,96,Shot
49,1.02508229884145,3,0.066956324414275,0.0653179988474578,0.066956324414275,52,96,Shot
46,1.35919783097318,3,0.116452154781864,0.0856771193480235,0.116452154781864,54,96,Shot
34,1.27763510888112,2,0.109656298525997,0.0858275557424435,0.109656298525997,56,96,Shot
26,1.06220486777613,2,0.0681272111768716,0.0641375437485098,0.0681272111768716,58,96,Shot
23,0.742196198727383,2,0.0251376407367795,0.0338692663474727,0.0251376407367795,60,96,Shot
13,0.274323573475956,1,0.00399190901045604,0.0145518263701312,0.00399190901045604,62,96,Shot
7,0.0430489591396989,1,0.00024765207659492,0.00575280056809875,0.00024765207659492,64,96,Shot
4,0.00267616849482975,0,0,0,0,66,96,Shot
1,0.000259465784999385,0,0,0,0,10,98,Shot
1,0.00599466295101963,0,0,0,0,12,98,Shot
4,0.0545820874131102,0,0,0,0,14,98,Shot
8,0.204889792974338,0,0,0,0,16,98,Shot
10,0.408840308242976,0,0,0,0,18,98,Shot
14,0.59086014826169,0,0,0,0,20,98,Shot
19,0.716564808587767,0,0,0,0,22,98,Shot
32,0.769540656710618,2,0.000306459227760344,0.00039823656500528,0.000306459227760344,24,98,Shot
44,0.818305530619019,3,0.0051213547704209,0.00625848729941588,0.0051213547704209,26,98,Shot
60,0.820211771914219,7,0.0381017893582873,0.0464535997445695,0.0381017893582873,28,98,Shot
73,0.910460770038914,8,0.113239307016881,0.124375822378422,0.113239307016881,30,98,Shot
74,1.30213171072028,7,0.157581152386462,0.121017828756582,0.157581152386462,32,98,Shot
80,1.83859942119691,8,0.148885443724347,0.0809776409194254,0.148885443724347,34,98,Shot
77,1.8798877693967,9,0.106077964749971,0.0564278179138395,0.106077964749971,36,98,Shot
72,1.48327802732985,8,0.0694873358359773,0.046847141638757,0.0694873358359773,38,98,Shot
70,1.30796829155803,7,0.0731812457102994,0.0559503209539792,0.0731812457102994,40,98,Shot
64,1.22158536532317,7,0.0571067902686342,0.0467480962769446,0.0571067902686342,42,98,Shot
50,1.14366842956953,5,0.0717926294744012,0.0627739890498016,0.0717926294744012,44,98,Shot
53,1.33671363786499,4,0.167987615205311,0.125672103917203,0.167987615205311,46,98,Shot
54,1.27541126866781,2,0.178458798151037,0.139922550894066,0.178458798151037,48,98,Shot
55,0.925260466002942,2,0.0917457785206661,0.0991567044002227,0.0917457785206661,50,98,Shot
51,1.0508878707799,3,0.120321729854161,0.114495307444043,0.120321729854161,52,98,Shot
42,1.49919100891686,3,0.198887828346502,0.132663434588095,0.198887828346502,54,98,Shot
34,1.36237196034205,2,0.134343325718027,0.0986098728017697,0.134343325718027,56,98,Shot
29,1.01027194898571,2,0.0374685909503573,0.0370876287201429,0.0374685909503573,58,98,Shot
25,0.692940947393,2,0.00562193024355302,0.00811314479928483,0.00562193024355302,60,98,Shot
19,0.262413019591991,2,0.000570115793718863,0.00217258958646678,0.000570115793718863,62,98,Shot
7,0.04168716059824,0,0,0,0,64,98,Shot
4,0.00258460515292945,0,0,0,0,66,98,Shot
1,0.00019221698117103,0,0,0,0,10,100,Shot
1,0.00444095554096099,0,0,0,0,12,100,Shot
4,0.0392827771944954,0,0,0,0,14,100,Shot
8,0.140603165101105,0,0,0,0,16,100,Shot
9,0.271242613570311,0,0,0,0,18,100,Shot
12,0.431836096835806,0,0,0,0,20,100,Shot
25,0.568510142940296,1,0.000138549109526863,0.000243705607098401,0.000138549109526863,22,100,Shot
35,0.596635355072866,2,0.00157114000654161,0.00263333373254378,0.00157114000654161,24,100,Shot
48,0.678003806992861,5,0.00903581616038261,0.0133270876463939,0.00903581616038261,26,100,Shot
64,0.77548188254655,7,0.0330208280306897,0.042581043830779,0.0330208280306897,28,100,Shot
81,0.894715332902074,8,0.097409842213971,0.108872440911474,0.097409842213971,30,100,Shot
87,1.23766131124755,11,0.194904383193066,0.157477963819201,0.194904383193066,32,100,Shot
91,1.62539206889726,11,0.210915186208105,0.129762652497253,0.210915186208105,34,100,Shot
93,1.75422655167855,17,0.129121650096558,0.0736060288068304,0.129121650096558,36,100,Shot
86,1.54467651795998,13,0.139241730212234,0.0901429707730183,0.139241730212234,38,100,Shot
83,1.28229619440605,14,0.201706422470728,0.157300960067308,0.201706422470728,40,100,Shot
69,1.09465098927579,11,0.143853108133405,0.131414587428069,0.143853108133405,42,100,Shot
67,0.964861490281247,12,0.0717405804465406,0.0743532425836884,0.0717405804465406,44,100,Shot
51,0.975176440362398,8,0.088582952459237,0.0908378717868917,0.088582952459237,46,100,Shot
50,0.963682197159221,7,0.0890470152419564,0.0924028850013547,0.0890470152419564,48,100,Shot
51,0.880431390087582,5,0.0503384564246509,0.0571747634073377,0.0503384564246509,50,100,Shot
50,1.0634597159416,4,0.0822252095425783,0.0773185935583608,0.0822252095425783,52,100,Shot
44,1.43988146027004,4,0.138083131678971,0.0958989579969134,0.138083131678971,54,100,Shot
38,1.23156955810349,3,0.0907912910586207,0.0737199863874773,0.0907912910586207,56,100,Shot
30,0.70247879132761,3,0.0221829314949174,0.0315780800342656,0.0221829314949174,58,100,Shot
23,0.365957415856977,2,0.00206542903928231,0.00564390541026643,0.00206542903928231,60,100,Shot
16,0.126515996530851,0,0,0,0,62,100,Shot
8,0.0200868372791671,0,0,0,0,64,100,Shot
5,0.00129767923391968,0,0,0,0,66,100,Shot
1,0.00121030157636244,0,0,0,0,12,102,Shot
3,0.0109404956510711,0,0,0,0,14,102,Shot
6,0.0449010055023022,0,0,0,0,16,102,Shot
9,0.132084553655805,0,0,0,0,18,102,Shot
15,0.329089716889885,0,0,0,0,20,102,Shot
29,0.513248954117406,1,0.00102374714275088,0.0019946404849696,0.00102374714275088,22,102,Shot
43,0.571275457122406,3,0.0118701298009593,0.0207782946964864,0.0118701298009593,24,102,Shot
58,0.900472140511927,7,0.0569747254012527,0.0632720578882785,0.0569747254012527,26,102,Shot
70,1.49014242328384,8,0.147138160241771,0.098741004848061,0.147138160241771,28,102,Shot
86,1.9025302447568,8,0.28740278852109,0.151063453163568,0.28740278852109,30,102,Shot
99,2.27972544120052,12,0.446003297457779,0.195639040297287,0.446003297457779,32,102,Shot
103,2.52844367412263,19,0.43012273131189,0.170113629864087,0.43012273131189,34,102,Shot
102,2.45901647851381,20,0.254109167186914,0.103337724414313,0.254109167186914,36,102,Shot
94,2.22274533277436,17,0.309308893171253,0.139156244582092,0.309308893171253,38,102,Shot
87,1.85717353984153,16,0.484180804556445,0.260708433632842,0.484180804556445,40,102,Shot
83,1.42427892084179,14,0.369150916925137,0.259184427658986,0.369150916925137,42,102,Shot
79,1.2190511488637,16,0.153292319414939,0.125747241662359,0.153292319414939,44,102,Shot
69,1.1632714626178,15,0.068313462170682,0.0587252970316586,0.068313462170682,46,102,Shot
66,1.0599887132856,11,0.045501107996791,0.0429260306515464,0.045501107996791,48,102,Shot
59,0.973898206084976,10,0.0291251339385998,0.0299057270632847,0.0291251339385998,50,102,Shot
52,1.04379406569588,9,0.0318468283237771,0.0305106432105891,0.0318468283237771,52,102,Shot
45,1.23454603215781,4,0.0446659277846557,0.0361800423971119,0.0446659277846557,54,102,Shot
38,1.15761054444478,3,0.0297050382460164,0.0256606493337218,0.0297050382460164,56,102,Shot
30,0.737365666171358,2,0.00749834675871192,0.010169102119503,0.00749834675871192,58,102,Shot
21,0.376591735537101,2,0.000704149504789044,0.00186979542656393,0.000704149504789044,60,102,Shot
14,0.137573186115301,0,0,0,0,62,102,Shot
7,0.0277637549064203,0,0,0,0,64,102,Shot
3,0.00259300385751028,0,0,0,0,66,102,Shot
1,0.000104566668514478,0,0,0,0,68,102,Shot
1,0.000121343436601985,0,0,0,0,12,104,Shot
2,0.00125615405673974,0,0,0,0,14,104,Shot
4,0.00825682641039487,0,0,0,0,16,104,Shot
8,0.0482524449554479,0,0,0,0,18,104,Shot
19,0.184279163114584,1,0.0000947483892861578,0.000514156824270161,0.0000947483892861578,20,104,Shot
32,0.394946349119831,1,0.00278283325507659,0.00704610451844497,0.00278283325507659,22,104,Shot
41,0.699108951255363,4,0.032484119449786,0.0464650315111193,0.032484119449786,24,104,Shot
55,1.55631821823907,5,0.153794472589482,0.0988194257363995,0.153794472589482,26,104,Shot
73,2.72797028583429,8,0.367514469919105,0.134720847887355,0.367514469919105,28,104,Shot
86,3.33787139379589,10,0.557843166997824,0.167125422517682,0.557843166997824,30,104,Shot
