GoalProbability,WeightedExpectedGoals,WeightedCount
0,0,283239.492
0.01,0,36464.556
0.09,0,692.585
0.08,0,415.173
0.06,0,1145.203
0.05,0,1616.599
0.38,0,5.663
0.39,0,3.917
0.1,0,235.089
0.4,0,4.713
0.11,0,186.918
0.41,0,4.973
0.12,0,178.086
0.02,0,11055.223
0.03,0,4875.796
0.07,0,1107.023
0.15,0,111.506
0.28,0,24.988
0.22,0,29.562
0.04,0,2367.942
0.29,0,13.752
0.26,0,20.999
0.19,0,96.79
0.23,0,29.339
0.13,0,96.26
0.27,0,19.619
0.24,0,38.292
0.25,0,28.341
0.2,0,41.16
0.14,0,95.766
0.16,0,112.726
0.18,0,74.775
0.53,0,42.511
0.42,0,5.281
0.43,0,6.078
0.44,0,11.632
0.17,0,84.915
0.21,0,30.293
0.45,0,2.818
0.46,0,2.489
0.47,0,2.224
0.48,0,3.206
0.49,0,2.121
0.5,0,3.3
0.3,0,9.875
0.31,0,8.786
0.32,0,6.918
0.51,0,2.772
0.33,0,8.322
0.34,0,9.407
0.35,0,8.99
0.36,0,10.14
0.37,0,16.382
0.52,0,4.495
0.2,0.000909090909090909,54.393
0.2,0.00181818181818182,57.084
0.19,0.000909090909090909,88.982
0.17,0.000909090909090909,82.532
0.2,0.00272727272727273,57.432
0.18,0.000909090909090909,72.715
0.16,0.000909090909090909,110.577
0.2,0.00363636363636364,48.424
0.53,0.000909090909090909,33.16
0.53,0.00181818181818182,27.866
0.15,0.000909090909090909,109.481
0.14,0.000909090909090909,101.154
0.18,0.00181818181818182,63.866
0.12,0.000909090909090909,186.969
0.19,0.00181818181818182,77.515
0.2,0.00454545454545455,47.398
0.11,0.000909090909090909,205.766
0.2,0.00545454545454545,38.511
0.17,0.00181818181818182,88.424
0.13,0.000909090909090909,109.596
0.29,0.000909090909090909,14.808
0.28,0.000909090909090909,23.68
0.27,0.000909090909090909,24.116
0.53,0.00272727272727273,24.269
0.53,0.00363636363636364,21.431
0.26,0.000909090909090909,26.816
0.24,0.000909090909090909,40.624
0.25,0.000909090909090909,25.304
0.53,0.00454545454545455,21.511
0.53,0.00545454545454545,15.595
0.1,0.000909090909090909,261.391
0.19,0.00272727272727273,68.933
0.18,0.00272727272727273,58.323
0.09,0.000909090909090909,456.047
0.19,0.00363636363636364,58.983
0.19,0.00454545454545455,62.711
0.18,0.00363636363636364,50.547
0.16,0.00181818181818182,96.828
0.15,0.00181818181818182,97.414
0.13,0.00181818181818182,111.003
0.07,0.000909090909090909,815.058
0.14,0.00181818181818182,93.934
0.28,0.00181818181818182,25.833
0.28,0.00272727272727273,26.993
0.27,0.00181818181818182,23.793
0.26,0.00181818181818182,22.99
0.27,0.00272727272727273,22.191
0.22,0.000909090909090909,30.877
0.28,0.00363636363636364,23.193
0.52,0.000909090909090909,3.184
0.53,0.00727272727272727,13.616
0.53,0.00636363636363636,13.234
0.23,0.000909090909090909,32.745
0.26,0.00272727272727273,24.736
0.24,0.00181818181818182,34.703
0.25,0.00181818181818182,22.697
0.53,0.00909090909090909,10.101
0.53,0.00818181818181818,12.776
0.53,0.0109090909090909,6.048
0.53,0.01,7.332
0.21,0.000909090909090909,34.711
0.04,0.000909090909090909,2502.647
0.08,0.000909090909090909,435.758
0.02,0.000909090909090909,10069.157
0.03,0.000909090909090909,4736.318
0.16,0.00272727272727273,91.826
0.17,0.00272727272727273,80.814
0.09,0.00181818181818182,370.58
0.23,0.00181818181818182,29.869
0.25,0.00272727272727273,17.221
0.21,0.00181818181818182,33.785
0.27,0.00363636363636364,24.47
0.24,0.00272727272727273,27.454
0.28,0.00545454545454545,18.348
0.28,0.00454545454545455,19.076
0.27,0.00454545454545455,23.429
0.25,0.00363636363636364,22.207
0.28,0.00636363636363636,17.471
0.22,0.00181818181818182,30.984
0.26,0.00363636363636364,16.284
0.26,0.00454545454545455,20.06
0.27,0.00545454545454545,16.317
0.53,0.0118181818181818,5.711
0.53,0.0154545454545455,1.845
0.53,0.0136363636363636,3.298
0.53,0.0127272727272727,4.616
0.21,0.00272727272727273,32.838
0.06,0.000909090909090909,1095.202
0.05,0.000909090909090909,1519.985
0.08,0.00181818181818182,384.427
0.07,0.00181818181818182,568.415
0.05,0.00181818181818182,1367.661
0.01,0.000909090909090909,24968.804
0.06,0.00181818181818182,841.757
0.03,0.00181818181818182,4046.762
0.09,0.00272727272727273,269.004
0.12,0.00181818181818182,155.142
0.23,0.00363636363636364,22.64
0.21,0.00363636363636364,34.201
0.28,0.00727272727272727,13.629
0.52,0.00181818181818182,3.488
0.51,0.000909090909090909,2.229
0.24,0.00363636363636364,27.851
0.26,0.00636363636363636,17.002
0.23,0.00454545454545455,20.902
0.27,0.00727272727272727,23.355
0.25,0.00545454545454545,24.31
0.28,0.00818181818181818,10.665
0.23,0.00272727272727273,32.518
0.22,0.00272727272727273,27.903
0.27,0.00636363636363636,14.183
0.26,0.00545454545454545,21.627
0.24,0.00454545454545455,18.669
0.25,0.00454545454545455,17.967
0.53,0.0145454545454545,3.521
0.11,0.00181818181818182,181.819
0.13,0.00272727272727273,94.838
0.14,0.00272727272727273,90.935
0.1,0.00272727272727273,186.959
0.13,0.00363636363636364,92.62
0.14,0.00454545454545455,72.674
0.11,0.00363636363636364,159.369
0.1,0.00363636363636364,168.284
0.1,0.00454545454545455,162.347
0.08,0.00363636363636364,295.453
0.04,0.00181818181818182,2252.482
0.06,0.00272727272727273,786.335
0.05,0.00272727272727273,1083.85
0.11,0.00272727272727273,153.866
0.12,0.00272727272727273,138.212
0.13,0.00454545454545455,90.553
0.12,0.00545454545454545,82.683
0.09,0.00454545454545455,205.263
0.06,0.00363636363636364,644.496
0.07,0.00272727272727273,535.724
0.02,0.00181818181818182,7845.655
0.1,0.00181818181818182,263.251
0.07,0.00363636363636364,448.415
0.04,0.00272727272727273,1639.535
0,0.000909090909090909,29006.544
0.49,0.000909090909090909,1.894
0.46,0.000909090909090909,3.481
0.51,0.00272727272727273,3.492
0.5,0.00181818181818182,1.489
0.49,0.00181818181818182,3.007
0.47,0.000909090909090909,2.41
0.44,0.000909090909090909,9.706
0.42,0.000909090909090909,5.534
0.5,0.00272727272727273,1.724
0.23,0.00545454545454545,24.651
0.18,0.00454545454545455,67.205
0.22,0.00454545454545455,25.765
0.5,0.000909090909090909,2.347
0.48,0.000909090909090909,2.56
0.52,0.00545454545454545,1.778
0.52,0.00363636363636364,2.112
0.51,0.00454545454545455,1.858
0.49,0.00272727272727273,2.417
0.48,0.00272727272727273,2.867
0.46,0.00181818181818182,0.74
0.45,0.000909090909090909,3.194
0.43,0.000909090909090909,6.528
0.52,0.00636363636363636,3.644
0.51,0.00545454545454545,0.719
0.22,0.00363636363636364,35.268
0.25,0.00636363636363636,17.65
0.52,0.00727272727272727,1.404
0.5,0.00454545454545455,2.145
0.48,0.00181818181818182,2.727
0.47,0.00181818181818182,3.996
0.52,0.00818181818181818,1.024
0.51,0.00363636363636364,2.038
0.15,0.00272727272727273,73.653
0.52,0.00454545454545455,1.518
0.51,0.00181818181818182,2.109
0.52,0.00272727272727273,1.673
0.16,0.00363636363636364,61.711
0.12,0.00363636363636364,124.662
0.17,0.00545454545454545,42.609
0.16,0.00545454545454545,51.815
0.17,0.00363636363636364,61.952
0.18,0.00636363636363636,31.656
0.17,0.00727272727272727,22.565
0.14,0.00545454545454545,66.232
0.14,0.00636363636363636,55.269
0.11,0.00545454545454545,96.961
0.08,0.00454545454545455,246.479
0.08,0.00272727272727273,369.287
0.13,0.00545454545454545,82.071
0.12,0.00636363636363636,58.513
0.16,0.00454545454545455,70.71
0.16,0.00727272727272727,35.81
0.14,0.00818181818181818,37.971
0.1,0.00636363636363636,130.114
0.12,0.00727272727272727,48.799
0.09,0.00545454545454545,142.044
0.07,0.00454545454545455,398.174
0.05,0.00363636363636364,929.682
0.09,0.00363636363636364,230
0.1,0.00545454545454545,106.469
0.06,0.00454545454545455,556.719
0.12,0.00454545454545455,107.117
0.03,0.00272727272727273,3147.389
0.37,0.000909090909090909,10.811
0.39,0.000909090909090909,6.321
0.31,0.000909090909090909,12.928
0.4,0.000909090909090909,5.697
0.33,0.000909090909090909,9.426
0.42,0.00272727272727273,5.97
0.35,0.00181818181818182,9.543
0.45,0.00272727272727273,3.566
0.38,0.00181818181818182,4.879
0.41,0.00181818181818182,4.22
0.32,0.000909090909090909,7.418
0.46,0.00363636363636364,2.783
0.44,0.00181818181818182,8.44
0.41,0.000909090909090909,5.701
0.4,0.00272727272727273,6.252
0.37,0.00181818181818182,8.953
0.36,0.00181818181818182,11.633
0.32,0.00181818181818182,9.737
0.48,0.00363636363636364,3.503
0.43,0.00363636363636364,8.535
0.49,0.00363636363636364,1.525
0.42,0.00181818181818182,4.918
0.38,0.000909090909090909,4.625
0.35,0.000909090909090909,8.225
0.47,0.00363636363636364,1.661
