GoalProbability,WeightedExpectedGoals,WeightedCount
0,0,340683.162
0.25,0,142.422
0.03,0,10405.133
0.25,0.000909090909090909,103.931
0.25,0.00181818181818182,92.546
0.25,0.00272727272727273,81.42
0.25,0.00363636363636364,72.09
0.02,0,21911.59
0.01,0,63087.481
0.05,0,3991.169
0.04,0,5876.079
0.25,0.00454545454545455,56.496
0.25,0.00545454545454545,50.405
0.25,0.00636363636363636,45.995
0.24,0,156.46
0.23,0,77.197
0.18,0,117.859
0.14,0,207.936
0.21,0,69.509
0.12,0,348.171
0.2,0,192.596
0.08,0,874.3
0.48,0,74.366
0.22,0,62.938
0.17,0,131.538
0.25,0.00727272727272727,22.831
0.19,0,116.106
0.15,0,170.953
0.11,0,428.117
0.13,0,395.429
0.09,0,686.701
0.16,0,159.4
0.1,0,721.241
0.06,0,1924.585
0.07,0,1278.315
0.51,0,63.285
0.27,0,31.002
0.31,0,8.746
0.26,0,29.692
0.37,0,7.158
0.28,0,31.601
0.32,0,8.407
0.38,0,8.029
0.33,0,9.441
0.29,0,30.665
0.39,0,5.269
0.34,0,7.652
0.4,0,5.149
0.3,0,8.67
0.35,0,6.858
0.41,0,4.974
0.36,0,7.601
0.45,0,4.894
0.46,0,5.177
0.49,0,7.596
0.42,0,5.046
0.47,0,4.885
0.43,0,5.216
0.44,0,6.257
0.5,0,12.891
0.03,0.000909090909090909,9002.195
0.51,0.000909090909090909,46.51
0.48,0.000909090909090909,49.844
0.48,0.00181818181818182,40.431
0.05,0.000909090909090909,3624.152
0.51,0.00181818181818182,35.616
0.51,0.00272727272727273,31.393
0.48,0.00272727272727273,33.711
0.48,0.00363636363636364,29.727
0.48,0.00454545454545455,23.559
0.51,0.00363636363636364,29.197
0.48,0.00545454545454545,22.281
0.04,0.000909090909090909,5537.281
0.51,0.00454545454545455,27.473
0.51,0.00636363636363636,20.674
0.48,0.00636363636363636,22.613
0.48,0.00818181818181818,15.763
0.48,0.00727272727272727,15.615
0.51,0.00545454545454545,16.501
0.51,0.00727272727272727,12.91
0.51,0.00818181818181818,11.783
0.48,0.00909090909090909,12.507
0.48,0.0109090909090909,8.88
0.48,0.01,9.682
0.12,0.000909090909090909,429.456
0.11,0.000909090909090909,562.857
0.13,0.000909090909090909,455.489
0.09,0.000909090909090909,912.092
0.1,0.000909090909090909,833.155
0.08,0.000909090909090909,1178.793
0.51,0.01,9.057
0.51,0.0109090909090909,11.212
