Count,WeightedCount,Goals,WeightedGoals,GoalProbability,WeightedProbabiliticGoals,y,x,event
1,0.0000901635140065254,1,0.0000901635140065254,1,0.0000901635140065254,22,72,Shot
1,0.0000849127997146722,1,0.0000849127997146722,1,0.0000849127997146722,24,72,Shot
1,0.000151657523552989,1,0.000151657523552989,1,0.000151657523552989,18,74,Shot
1,0.0010553469392288,1,0.0010553469392288,1,0.0010553469392288,20,74,Shot
1,0.00270166855431641,1,0.00270166855431641,1,0.00270166855431641,22,74,Shot
1,0.00254433562595502,1,0.00254433562595502,1,0.00254433562595502,24,74,Shot
1,0.00088149986104188,1,0.00088149986104188,1,0.00088149986104188,26,74,Shot
1,0.00011235065675152,1,0.00011235065675152,1,0.00011235065675152,28,74,Shot
1,0.0000883781568098711,1,0.0000883781568098711,1,0.0000883781568098711,16,76,Shot
1,0.0016717476315759,1,0.0016717476315759,1,0.0016717476315759,18,76,Shot
1,0.0116332754538893,1,0.0116332754538893,1,0.0116332754538893,20,76,Shot
1,0.0297809689962627,1,0.0297809689962627,1,0.0297809689962627,22,76,Shot
1,0.0280466603764523,1,0.0280466603764523,1,0.0280466603764523,24,76,Shot
1,0.00971692844777569,1,0.00971692844777569,1,0.00971692844777569,26,76,Shot
1,0.00123846110585293,1,0.00123846110585293,1,0.00123846110585293,28,76,Shot
1,0.000118158251951118,0,0,0,0,36,76,Shot
2,0.000705442289258113,0,0,0,0,38,76,Shot
2,0.00131958847146693,0,0,0,0,40,76,Shot
2,0.000908267820126606,0,0,0,0,42,76,Shot
1,0.00019095252638606,0,0,0,0,44,76,Shot
1,0.000128512328863978,0,0,0,0,50,76,Shot
1,0.00010734252009917,0,0,0,0,52,76,Shot
1,0.000358391098565182,1,0.000358391098565182,1,0.000358391098565182,16,78,Shot
1,0.00677927094013923,1,0.00677927094013923,1,0.00677927094013923,18,78,Shot
1,0.0471752582349069,1,0.0471752582349069,1,0.0471752582349069,20,78,Shot
1,0.120767784486247,1,0.120767784486247,1,0.120767784486247,22,78,Shot
1,0.113734816228693,1,0.113734816228693,1,0.113734816228693,24,78,Shot
1,0.039404087919252,1,0.039404087919252,1,0.039404087919252,26,78,Shot
1,0.00502220743539321,1,0.00502220743539321,1,0.00502220743539321,28,78,Shot
1,0.000235479731562277,1,0.000235479731562277,1,0.000235479731562277,30,78,Shot
1,0.00013058506378703,0,0,0,0,34,78,Shot
2,0.00229921916731058,0,0,0,0,36,78,Shot
2,0.0117224145937216,0,0,0,0,38,78,Shot
