x,y,event,endX,endY,Count,WeightedCount,Goals,WeightedProbabiliticGoals,GoalProbability
96,56,Pass,120,0,5,0,0,0,0
96,56,Pass,120,2,6,0,0,0,0
96,56,Pass,120,4,6,0,0,0,0
96,56,Pass,120,6,8,0,0,0,0
96,56,Pass,120,8,10,0,0,0,0
96,56,Pass,120,10,12,0.001,0,0,0
96,56,Pass,120,12,14,0.001,0,0,0
96,56,Pass,120,14,17,0.002,0,0,0
96,56,Pass,120,16,16,0.002,0,0,0
96,56,Pass,120,18,21,0.004,0,0,0
96,56,Pass,120,20,22,0.007,0,0,0
96,56,Pass,120,22,24,0.013,0,0,0
96,56,Pass,120,24,23,0.018,0,0,0
96,56,Pass,120,26,26,0.019,0,0,0
96,56,Pass,120,28,30,0.017,0,0,0
96,56,Pass,120,30,35,0.012,0,0,0.002
96,56,Pass,120,32,41,0.007,0,0,0.008
96,56,Pass,120,34,48,0.004,0,0,0.025
96,56,Pass,120,36,49,0.002,1,0,0.05
96,56,Pass,120,38,50,0.002,1,0,0.059
96,56,Pass,120,40,53,0.002,1,0,0.049
96,56,Pass,120,42,56,0.001,1,0,0.033
96,56,Pass,120,44,56,0.001,3,0,0.024
96,56,Pass,120,46,62,0.001,3,0,0.034
96,56,Pass,120,48,67,0.001,3,0,0.069
96,56,Pass,120,50,62,0.002,2,0,0.078
96,56,Pass,120,52,65,0.005,2,0,0.063
96,56,Pass,120,54,61,0.009,2,0,0.044
96,56,Pass,120,56,60,0.013,2,0,0.027
96,56,Pass,120,58,63,0.015,2,0,0.015
96,56,Pass,120,60,63,0.015,1,0,0.009
96,56,Pass,120,62,61,0.011,1,0,0.007
96,56,Pass,120,64,64,0.008,0,0,0.014
96,56,Pass,120,66,65,0.006,1,0,0.038
96,56,Pass,120,68,57,0.005,1,0,0.077
96,56,Pass,120,70,49,0.004,1,0,0.108
96,56,Pass,120,72,40,0.003,1,0,0.12
96,56,Pass,120,74,28,0.002,0,0,0.111
96,56,Pass,120,76,22,0.001,0,0,0.078
96,56,Pass,120,78,19,0.001,0,0,0.037
96,56,Pass,120,80,15,0.001,0,0,0.012
96,56,Pass,118,0,5,0,0,0,0
96,56,Pass,118,2,5,0,0,0,0
96,56,Pass,118,4,7,0,0,0,0
96,56,Pass,118,6,11,0,0,0,0
96,56,Pass,118,8,13,0,0,0,0
96,56,Pass,118,10,15,0.001,0,0,0
96,56,Pass,118,12,18,0.001,0,0,0.001
96,56,Pass,118,14,18,0.002,0,0,0.001
96,56,Pass,118,16,20,0.003,0,0,0.001
96,56,Pass,118,18,26,0.004,0,0,0.001
96,56,Pass,118,20,27,0.007,0,0,0.001
96,56,Pass,118,22,27,0.011,0,0,0
96,56,Pass,118,24,32,0.015,0,0,0
96,56,Pass,118,26,39,0.016,0,0,0
96,56,Pass,118,28,40,0.014,0,0,0.002
96,56,Pass,118,30,44,0.011,0,0,0.008
96,56,Pass,118,32,53,0.007,0,0,0.028
96,56,Pass,118,34,62,0.006,1,0,0.062
96,56,Pass,118,36,64,0.005,1,0,0.083
96,56,Pass,118,38,67,0.005,1,0,0.077
96,56,Pass,118,40,69,0.004,1,0,0.06
96,56,Pass,118,42,75,0.003,3,0,0.043
96,56,Pass,118,44,83,0.002,3,0,0.032
96,56,Pass,118,46,89,0.002,4,0,0.035
96,56,Pass,118,48,92,0.002,4,0,0.06
96,56,Pass,118,50,92,0.004,4,0,0.07
96,56,Pass,118,52,96,0.008,3,0,0.057
96,56,Pass,118,54,95,0.014,4,0.001,0.038
96,56,Pass,118,56,95,0.022,3,0.001,0.024
96,56,Pass,118,58,89,0.026,2,0,0.014
96,56,Pass,118,60,87,0.026,2,0,0.01
96,56,Pass,118,62,88,0.023,2,0,0.011
96,56,Pass,118,64,87,0.018,2,0,0.02
96,56,Pass,118,66,82,0.015,1,0.001,0.041
96,56,Pass,118,68,81,0.013,1,0.001,0.073
96,56,Pass,118,70,68,0.012,1,0.001,0.101
