GoalProbability,WeightedExpectedGoals,WeightedCount
0,0,328012.755
0.51,0,23.9
0.51,0.000909090909090909,15.741
0.15,0,160.511
0.02,0,16953.824
0.11,0,266.342
0.01,0,52691.855
0.05,0,2176.918
0.03,0,6998.199
0.07,0,984.632
0.12,0,378.108
0.19,0,111.57
0.09,0,649.232
0.23,0,41.801
0.31,0,52.071
0.38,0,17.007
0.04,0,4174.654
0.27,0,75.602
0.35,0,11.797
0.41,0,14.165
0.45,0,21.849
0.48,0,3.182
0.43,0,44.565
0.47,0,3.583
0.49,0,3.521
0.5,0,7.42
0.28,0,31.058
0.44,0,33.129
0.08,0,718.433
0.14,0,157.411
0.21,0,43.721
0.06,0,1682.026
0.17,0,83.786
0.26,0,40.703
0.34,0,11.32
0.4,0,10.816
0.22,0,42.149
0.3,0,43.485
0.37,0,19.381
0.46,0,3.032
0.18,0,82.257
0.1,0,305.465
0.13,0,173.427
0.2,0,126.356
0.36,0,12.963
0.42,0,17.901
0.16,0,194.36
0.24,0,36.035
0.32,0,12.32
0.39,0,9.554
0.29,0,35.503
0.25,0,36.588
0.33,0,11.436
0.51,0.00181818181818182,12.303
0.51,0.00272727272727273,14.891
0.51,0.00363636363636364,9.795
0.5,0.000909090909090909,7.267
0.5,0.00181818181818182,6.868
0.5,0.00272727272727273,6.878
0.51,0.00454545454545455,4.98
0.51,0.00545454545454545,9.851
0.51,0.00727272727272727,4.289
0.51,0.00636363636363636,8.422
0.51,0.00909090909090909,4.683
0.51,0.00818181818181818,1.567
0.48,0.000909090909090909,3.188
0.49,0.000909090909090909,3.37
0.45,0.000909090909090909,21.265
0.46,0.000909090909090909,3.551
0.48,0.00181818181818182,3.66
0.47,0.000909090909090909,4.231
0.49,0.00181818181818182,5.137
0.49,0.00272727272727273,3.504
0.5,0.00363636363636364,4.152
0.5,0.00454545454545455,6.863
0.49,0.00363636363636364,1.872
0.5,0.00545454545454545,9.195
0.5,0.00636363636363636,3.468
0.5,0.00727272727272727,7.697
0.5,0.00909090909090909,5.898
0.5,0.0118181818181818,5.33
0.51,0.01,3.91
0.5,0.00818181818181818,4.335
0.51,0.0109090909090909,2.082
0.51,0.0118181818181818,3.792
0.51,0.0136363636363636,2.614
0.51,0.0127272727272727,2.394
0.44,0.000909090909090909,37.355
0.39,0.000909090909090909,9.597
0.43,0.000909090909090909,32.244
0.34,0.000909090909090909,9.516
0.35,0.000909090909090909,12.503
0.4,0.000909090909090909,10.431
0.42,0.00181818181818182,11.787
0.41,0.00181818181818182,11.064
0.38,0.00181818181818182,11.23
0.33,0.000909090909090909,13.052
0.44,0.00181818181818182,35.562
0.43,0.00272727272727273,28.745
0.4,0.00181818181818182,7.012
0.36,0.000909090909090909,12.749
0.45,0.00272727272727273,19.554
0.42,0.000909090909090909,15.133
0.48,0.00272727272727273,3.364
0.46,0.00181818181818182,3.366
0.38,0.000909090909090909,10.788
0.45,0.00181818181818182,20.314
0.43,0.00181818181818182,30.069
0.48,0.00454545454545455,1.286
0.47,0.00545454545454545,5.517
0.45,0.00454545454545455,16.78
0.42,0.00272727272727273,9.353
0.37,0.000909090909090909,18.257
0.48,0.00545454545454545,3.797
0.47,0.00727272727272727,3.081
0.46,0.00545454545454545,3.259
0.44,0.00272727272727273,28.055
0.49,0.00545454545454545,3.841
0.48,0.00636363636363636,1.769
0.48,0.00363636363636364,2.98
0.47,0.00181818181818182,3.404
0.49,0.00454545454545455,2.166
0.47,0.00454545454545455,4.155
0.49,0.01,4.01
0.48,0.00818181818181818,2.234
0.46,0.00454545454545455,2.027
0.5,0.01,3.263
0.49,0.0127272727272727,3.36
0.5,0.0109090909090909,1.443
0.49,0.00909090909090909,1.838
0.49,0.00636363636363636,2.119
0.5,0.0127272727272727,3.33
0.5,0.0154545454545455,0.993
0.49,0.00727272727272727,2.536
0.47,0.00272727272727273,2.095
0.5,0.0136363636363636,1.778
0.41,0.000909090909090909,12.798
0.3,0.000909090909090909,40.395
0.31,0.000909090909090909,50.143
0.49,0.00818181818181818,2.203
0.19,0.000909090909090909,110.959
0.26,0.000909090909090909,33.489
0.17,0.000909090909090909,78.949
0.25,0.000909090909090909,38.766
0.23,0.000909090909090909,40.325
0.28,0.00181818181818182,26.131
0.26,0.00181818181818182,34.046
0.22,0.00181818181818182,39.595
0.27,0.000909090909090909,66.236
0.27,0.00181818181818182,54.617
0.24,0.000909090909090909,37.482
0.31,0.00181818181818182,46.952
0.32,0.000909090909090909,14.381
0.33,0.00181818181818182,10.981
0.2,0.000909090909090909,105.829
