GoalProbability,WeightedExpectedGoals,WeightedCount
0,0,348979.896
0.02,0,28004.759
0.01,0,73262.144
0.29,0,110.076
0.03,0,12418.113
0.05,0,4188.275
0.06,0,3107.519
0.07,0,1582.741
0.12,0,363.187
0.13,0,356.979
0.14,0,259.864
0.08,0,1511.409
0.1,0,550.229
0.04,0,6300.182
0.11,0,425.824
0.19,0,92.725
0.2,0,83.739
0.21,0,68.67
0.15,0,223.532
0.18,0,101.746
0.24,0,62.013
0.25,0,73.878
0.26,0,83.572
0.22,0,55.369
0.17,0,143.719
0.23,0,56.753
0.27,0,35.258
0.28,0,36.361
0.09,0,1073.304
0.16,0,258.445
0.25,0.000909090909090909,76.449
0.28,0.000909090909090909,41.042
0.27,0.000909090909090909,38.3
0.24,0.000909090909090909,69.109
0.29,0.000909090909090909,80.935
0.29,0.00181818181818182,68.742
0.28,0.00181818181818182,35.006
0.27,0.00181818181818182,35.567
0.29,0.00272727272727273,60.41
0.29,0.00363636363636364,50.637
0.28,0.00272727272727273,32.442
0.29,0.00545454545454545,39.659
0.29,0.00454545454545455,36.176
0.29,0.00636363636363636,34.438
0.29,0.00727272727272727,39.664
0.29,0.00818181818181818,20.676
0.32,0,13.329
0.31,0,13.247
0.06,0.000909090909090909,3208.646
0.14,0.000909090909090909,331.361
0.12,0.000909090909090909,468.77
0.16,0.000909090909090909,282.307
0.13,0.000909090909090909,425.501
0.11,0.000909090909090909,596.355
0.22,0.000909090909090909,71.612
0.23,0.000909090909090909,65.251
0.2,0.000909090909090909,111.153
0.18,0.000909090909090909,140.134
0.26,0.000909090909090909,72.735
0.16,0.00181818181818182,262.23
0.03,0.000909090909090909,12212.417
0.02,0.000909090909090909,18024.159
0.04,0.000909090909090909,7622.33
0.06,0.00181818181818182,2749.722
0.1,0.000909090909090909,726.991
0.15,0.000909090909090909,248.043
0.17,0.000909090909090909,170.21
0.05,0.000909090909090909,4650.955
0.08,0.000909090909090909,1609.539
0.1,0.00181818181818182,811.327
0.07,0.000909090909090909,2072.138
0.15,0.00181818181818182,289.258
0.12,0.00181818181818182,471.413
0.09,0.000909090909090909,1194.166
0.18,0.00181818181818182,153.494
0.19,0.000909090909090909,128.223
0.13,0.00181818181818182,429.021
0.07,0.00181818181818182,1968.635
0.17,0.00181818181818182,198.056
0.15,0.00272727272727273,274.382
0.19,0.00181818181818182,137.45
0.23,0.00272727272727273,72.724
0.21,0.00272727272727273,98.813
0.22,0.00181818181818182,75.578
0.19,0.00272727272727273,134.183
0.24,0.00181818181818182,69.08
0.23,0.00181818181818182,64.483
0.21,0.000909090909090909,89.95
0.09,0.00181818181818182,1145.821
0.14,0.00181818181818182,338.229
0.11,0.00181818181818182,595.029
0.27,0.00272727272727273,32.972
0.26,0.00272727272727273,69.213
0.26,0.00181818181818182,69.604
0.24,0.00272727272727273,59.76
0.2,0.00181818181818182,116.842
0.25,0.00181818181818182,76.327
0.16,0.00363636363636364,227.621
0.16,0.00272727272727273,263.417
0.03,0.00181818181818182,6326.458
0.08,0.00181818181818182,1533.817
0.13,0.00363636363636364,360.547
0.18,0.00363636363636364,142.543
0.1,0.00272727272727273,758.087
0.18,0.00272727272727273,149.163
0.2,0.00363636363636364,97.648
0.19,0.00363636363636364,135.836
0.17,0.00363636363636364,185.451
0.22,0.00272727272727273,81.443
0.2,0.00272727272727273,117.116
0.14,0.00272727272727273,352.957
0.15,0.00363636363636364,249.992
0.13,0.00454545454545455,285.741
0.19,0.00454545454545455,115.887
0.05,0.00181818181818182,3880.559
0.09,0.00363636363636364,831.4
0.17,0.00545454545454545,132.232
0.14,0.00363636363636364,324.282
0.2,0.00454545454545455,105.806
0.21,0.00181818181818182,96.348
0.25,0.00545454545454545,41.96
0.24,0.00545454545454545,71.248
0.24,0.00363636363636364,60.646
0.23,0.00545454545454545,63.517
0.22,0.00545454545454545,72.543
0.26,0.00363636363636364,55.043
0.25,0.00363636363636364,63.517
0.22,0.00363636363636364,77.654
0.04,0.00181818181818182,5248.71
0.11,0.00363636363636364,543.894
0.08,0.00272727272727273,1239.314
0.16,0.00454545454545455,206.657
0.17,0.00272727272727273,200.539
0.27,0.00454545454545455,34.012
0.28,0.00636363636363636,19.243
0.27,0.00636363636363636,32.129
0.25,0.00454545454545455,57.358
0.27,0.00545454545454545,32.702
0.22,0.00454545454545455,65.542
0.27,0.00363636363636364,35.574
0.28,0.00454545454545455,31.656
0.28,0.00363636363636364,29.347
0.33,0,11.196
0.3,0,15.544
0.35,0,12.718
0.49,0,6.17
0.44,0,8.743
0.36,0,10.861
0.47,0,6.608
0.43,0,7.405
0.46,0,6.737
0.42,0,6.917
0.38,0,9.146
0.41,0,7.721
0.34,0,12.402
0.12,0.00272727272727273,464.258
0.45,0,7.746
0.06,0.00272727272727273,2128.879
0.1,0.00363636363636364,630.934
0.39,0,8.276
0.01,0.000909090909090909,18235.177
0.09,0.00272727272727273,1019.639
0,0.000909090909090909,3895.935
0.11,0.00272727272727273,610.812
0.07,0.00272727272727273,1667.732
0.12,0.00363636363636364,461.543
0.15,0.00454545454545455,228.414
0.13,0.00272727272727273,398.687
0.19,0.00545454545454545,108.856
0.21,0.00454545454545455,113.414
0.18,0.00454545454545455,160.964
0.21,0.00363636363636364,113.85
0.16,0.00545454545454545,197.105
0.14,0.00545454545454545,237.23
0.19,0.00636363636363636,120.54
0.11,0.00454545454545455,450.368
0.18,0.00727272727272727,95.971
0.2,0.00545454545454545,78.897
0.26,0.00454545454545455,58.647
0.24,0.00454545454545455,53.413
0.26,0.00545454545454545,50.326
0.23,0.00363636363636364,68.636
0.26,0.00727272727272727,26.871
0.25,0.00727272727272727,37.083
0.24,0.00636363636363636,48.796
0.23,0.00727272727272727,62.016
0.16,0.00636363636363636,142.459
0.14,0.00454545454545455,274.805
0.28,0.00818181818181818,19.307
0.27,0.00818181818181818,18.763
0.27,0.00727272727272727,31.009
0.23,0.00454545454545455,65.903
0.28,0.00545454545454545,38.76
0.48,0,6.496
0.4,0,7.429
0.09,0.00454545454545455,564.461
0.06,0.00363636363636364,1450.694
0.05,0.00272727272727273,2535.759
0.09,0.00545454545454545,427.031
0.17,0.00454545454545455,181.867
0.17,0.00636363636363636,128.041
0.15,0.00545454545454545,209.146
0.13,0.00636363636363636,214.42
0.15,0.00727272727272727,121.307
0.11,0.00545454545454545,333.002
0.37,0,8.989
0.05,0.00363636363636364,1480.403
0.04,0.00272727272727273,2952.579
0.08,0.00545454545454545,509.679
0.12,0.00454545454545455,377.873
0.18,0.00636363636363636,102.366
0.12,0.00727272727272727,173.924
0.07,0.00363636363636364,1166.216
0.02,0.00181818181818182,5791.348
0.08,0.00363636363636364,932.735
0.1,0.00545454545454545,336.37
0.08,0.00454545454545455,693.727
0.1,0.00454545454545455,526.104
0.07,0.00454545454545455,742.231
0.13,0.00818181818181818,105.315
0.1,0.00636363636363636,275.062
0.11,0.00636363636363636,210.339
0.17,0.00727272727272727,105.324
0.14,0.00818181818181818,112.445
0.13,0.00545454545454545,258.003
0.16,0.00909090909090909,86.577
0.13,0.00727272727272727,158.072
0.12,0.00636363636363636,249.556
0.2,0.00818181818181818,78.228
0.17,0.00909090909090909,71.275
0.19,0.00818181818181818,69.614
0.12,0.00545454545454545,300.026
0.16,0.00818181818181818,105.663
0.21,0.00636363636363636,73.872
0.2,0.00727272727272727,74.15
0.52,0,6.674
0.57,0,3.967
0.53,0,15.725
0.18,0.00545454545454545,116.026
0.65,0,1.115
0.63,0,1.313
0.58,0,2.34
0.55,0,2.101
0.7,0,1.093
0.25,0.00636363636363636,35.396
0.23,0.00636363636363636,55.296
0.5,0,6.256
0.51,0,5.579
0.6,0,1.722
0.61,0,1.835
0.26,0.00636363636363636,35.293
0.25,0.00272727272727273,65.204
0.82,0,0.4
0.76,0,3.47
0.67,0,1.458
0.83,0,0.53
0.77,0,5.054
0.69,0,1.461
0.79,0,0.513
0.71,0,1.349
0.62,0,1.571
0.31,0.000909090909090909,15.872
0.3,0.000909090909090909,14.537
0.93,0,0.005
0.35,0.000909090909090909,13.323
0.3,0.00181818181818182,19.013
0.33,0.000909090909090909,15.078
0.4,0.000909090909090909,11.765
0.34,0.000909090909090909,13.551
0.38,0.000909090909090909,11.746
0.32,0.000909090909090909,15.015
0.14,0.00636363636363636,186.161
0.15,0.00818181818181818,128.428
0.15,0.00909090909090909,96.386
0.15,0.00636363636363636,188.088
0.14,0.00909090909090909,87.718
0.14,0.00727272727272727,164.013
0.03,0.00272727272727273,2694.926
0.01,0.00181818181818182,3104.085
0.07,0.00545454545454545,548.708
0.05,0.00454545454545455,800.837
0.1,0.00818181818181818,131.214
0.08,0.00727272727272727,131.822
0.09,0.00636363636363636,272.08
0.11,0.00909090909090909,75.92
0.11,0.00727272727272727,163.982
0.09,0.00818181818181818,85.931
0.07,0.00636363636363636,269.579
0.12,0.0118181818181818,46.786
0.1,0.01,59.76
0.06,0.00545454545454545,552.257
0.11,0.00818181818181818,120.792
