endX,endY,WeightedCount,WeightedExpectedGoals,GoalProbability
52,52,1.047,0,0.033
52,54,1.754,0,0.01
50,48,3.045,0,0.056
50,50,3.273,0,0.056
50,52,3.298,0,0.042
50,54,4.406,0,0.016
50,56,7.123,0,0.004
50,58,9.705,0,0.001
50,60,9.608,0,0
48,44,3.929,0,0.043
48,46,6.869,0.001,0.05
48,48,9.09,0.002,0.056
48,50,9.236,0.003,0.058
48,52,8.117,0.002,0.048
48,54,8.525,0.001,0.024
48,56,11.869,0,0.006
48,58,15.469,0,0.001
48,60,15.145,0,0
48,62,10.506,0,0
46,44,9.4,0.001,0.047
46,46,15.776,0.004,0.054
46,48,19.959,0.009,0.059
46,50,19.397,0.011,0.06
46,52,15.623,0.007,0.053
46,54,13.256,0.002,0.031
46,56,14.867,0.001,0.01
46,58,17.666,0,0.002
46,60,16.8,0,0
46,62,11.551,0,0
46,64,5.589,0,0
44,42,7.755,0,0.053
44,44,16.837,0.003,0.06
44,46,27.139,0.01,0.066
44,48,32.984,0.02,0.069
44,50,31.082,0.021,0.067
44,52,24.137,0.012,0.057
44,54,17.921,0.004,0.037
44,56,15.585,0.001,0.014
44,58,15.347,0,0.004
44,60,13.442,0,0.001
44,62,8.968,0,0
44,64,4.291,0,0
42,42,10.675,0.002,0.076
42,44,22.786,0.009,0.084
42,46,35.719,0.026,0.089
42,48,42.205,0.037,0.089
42,50,39.287,0.029,0.081
42,52,30.847,0.013,0.063
42,54,22.233,0.003,0.038
42,56,15.943,0.001,0.017
42,58,11.799,0,0.005
42,60,8.43,0,0.001
42,62,5.093,0,0
42,64,2.34,0,0
42,66,0.777,0,0
40,42,11.115,0.004,0.109
40,44,23.64,0.022,0.118
40,46,36.635,0.054,0.123
40,48,42.794,0.068,0.119
40,50,40.129,0.043,0.102
40,52,32.835,0.014,0.071
40,54,24.548,0.003,0.039
40,56,16.393,0,0.017
40,58,9.565,0,0.006
40,60,5.005,0,0.002
40,62,2.391,0,0
40,64,0.983,0,0
40,66,0.322,0,0
38,42,8.837,0.005,0.149
38,44,18.939,0.026,0.158
38,46,29.431,0.065,0.161
38,48,34.496,0.079,0.153
38,50,32.966,0.047,0.125
38,52,28.214,0.014,0.08
38,54,22.095,0.002,0.04
38,56,14.722,0,0.016
38,58,7.797,0,0.006
38,60,3.324,0,0.002
38,62,1.289,0,0
38,64,0.548,0,0
38,66,0.254,0,0
36,42,5.36,0.003,0.189
36,44,11.65,0.016,0.196
36,46,18.297,0.039,0.197
36,48,21.672,0.047,0.183
36,50,21.094,0.027,0.145
36,52,18.627,0.008,0.088
36,54,15.048,0.001,0.041
36,56,10.179,0,0.016
36,58,5.435,0,0.006
36,60,2.543,0,0.002
36,62,1.49,0,0
36,64,1.17,0,0
36,66,0.837,0,0
34,42,2.452,0.001,0.222
34,44,5.408,0.005,0.227
34,46,8.594,0.011,0.225
34,48,10.281,0.014,0.206
34,50,10.121,0.008,0.16
34,52,9.07,0.002,0.096
34,54,7.459,0,0.043
34,56,5.271,0,0.016
34,58,3.422,0,0.005
34,60,2.94,0,0.001
34,62,3.447,0,0
34,64,3.609,0,0
32,44,1.854,0.001,0.25
32,46,2.973,0.002,0.244
32,48,3.578,0.002,0.222
32,50,3.533,0.001,0.172
32,52,3.187,0,0.102
32,54,2.724,0,0.044
32,56,2.376,0,0.013
32,58,2.963,0,0.002
32,60,5.081,0,0
32,62,7.689,0,0
32,64,8.49,0,0
30,44,0.459,0,0.265
30,46,0.739,0,0.258
30,48,0.891,0,0.234
30,50,0.876,0,0.182
30,52,0.813,0,0.104
30,54,0.853,0,0.037
30,56,1.474,0,0.006
30,58,3.652,0,0
30,60,7.964,0,0
30,62,12.624,0,0
28,46,0.127,0,0.276
28,48,0.154,0,0.248
28,50,0.152,0,0.192
28,52,0.173,0,0.09
28,54,0.365,0,0.016
28,56,1.277,0,0
28,58,4.01,0,0
28,60,9.123,0,0
26,50,0.019,0,0.197
26,52,0.047,0,0.042
26,54,0.217,0,0
26,56,0.981,0,0
68,26,20.718,0,0
66,20,3.515,0,0.013
66,22,4.091,0,0.012
66,24,7.516,0,0.005
66,26,13.916,0,0.002
66,28,22.155,0,0.001
66,30,28.294,0,0.001
66,32,27.785,0,0.001
64,18,3.086,0,0.044
64,20,2.594,0,0.081
64,22,3.305,0,0.069
64,24,6.004,0,0.029
64,26,12.334,0,0.008
64,28,22.331,0,0.003
64,30,31.619,0,0.002
64,32,33.695,0.001,0.003
64,34,26.846,0.001,0.004
62,16,2.581,0,0.076
62,18,3.439,0.001,0.126
62,20,4.886,0.003,0.137
62,22,6.349,0.003,0.113
62,24,8.796,0.002,0.062
62,26,14.853,0.001,0.02
62,28,25.523,0,0.006
62,30,36.538,0.001,0.004
62,32,40.717,0.003,0.005
62,34,35.01,0.003,0.007
62,36,23.382,0.002,0.008
60,16,3.058,0.001,0.142
60,18,6.381,0.005,0.15
60,20,10.37,0.013,0.142
60,22,13.304,0.015,0.119
60,24,15.546,0.009,0.077
60,26,20.136,0.003,0.032
60,28,28.923,0.001,0.011
60,30,39.069,0.002,0.006
60,32,44.543,0.004,0.007
60,34,41.28,0.005,0.007
60,36,30.536,0.003,0.008
