x,y,event,endX,endY,Count,WeightedCount,Goals,WeightedProbabiliticGoals,GoalProbability
92,10,Pass,120,0,20,0,0,0,0
92,10,Pass,120,2,25,0.001,0,0,0
92,10,Pass,120,4,29,0.001,0,0,0
92,10,Pass,120,6,42,0.002,0,0,0
92,10,Pass,120,8,43,0.002,0,0,0
92,10,Pass,120,10,49,0.002,0,0,0
92,10,Pass,120,12,52,0.002,0,0,0.001
92,10,Pass,120,14,51,0.002,0,0,0.001
92,10,Pass,120,16,52,0.003,0,0,0.001
92,10,Pass,120,18,51,0.004,0,0,0.001
92,10,Pass,120,20,50,0.004,0,0,0.001
92,10,Pass,120,22,52,0.002,0,0,0
92,10,Pass,120,24,56,0.001,0,0,0
92,10,Pass,120,26,55,0.001,0,0,0.001
92,10,Pass,120,28,62,0.001,1,0,0.002
92,10,Pass,120,30,70,0.002,1,0,0.006
92,10,Pass,120,32,82,0.003,1,0,0.017
92,10,Pass,120,34,89,0.004,2,0,0.037
92,10,Pass,120,36,91,0.006,2,0,0.054
92,10,Pass,120,38,96,0.01,2,0.001,0.054
92,10,Pass,120,40,99,0.016,2,0.001,0.043
92,10,Pass,120,42,99,0.021,2,0.001,0.034
92,10,Pass,120,44,98,0.024,2,0.001,0.031
92,10,Pass,120,46,90,0.022,1,0.001,0.031
92,10,Pass,120,48,83,0.019,1,0.001,0.031
92,10,Pass,120,50,74,0.015,1,0,0.029
92,10,Pass,120,52,64,0.012,1,0,0.024
92,10,Pass,120,54,52,0.011,1,0,0.02
92,10,Pass,120,56,50,0.011,1,0,0.019
92,10,Pass,120,58,41,0.011,1,0,0.02
92,10,Pass,120,60,33,0.01,0,0,0.021
92,10,Pass,120,62,26,0.007,0,0,0.02
92,10,Pass,120,64,21,0.005,0,0,0.015
92,10,Pass,120,66,19,0.002,0,0,0.01
92,10,Pass,120,68,23,0.001,0,0,0.005
92,10,Pass,120,70,18,0.001,0,0,0.003
92,10,Pass,120,72,16,0.001,0,0,0.002
92,10,Pass,120,74,14,0.001,0,0,0.002
92,10,Pass,120,76,11,0.002,0,0,0.001
92,10,Pass,120,78,12,0.003,0,0,0.001
92,10,Pass,120,80,12,0.004,0,0,0.001
92,10,Pass,118,0,26,0.001,0,0,0
92,10,Pass,118,2,37,0.002,0,0,0
92,10,Pass,118,4,48,0.004,0,0,0
92,10,Pass,118,6,57,0.005,0,0,0
92,10,Pass,118,8,63,0.006,0,0,0.001
92,10,Pass,118,10,69,0.006,0,0,0.001
92,10,Pass,118,12,67,0.005,0,0,0.002
92,10,Pass,118,14,72,0.005,0,0,0.002
92,10,Pass,118,16,70,0.006,0,0,0.002
92,10,Pass,118,18,70,0.007,0,0,0.001
92,10,Pass,118,20,69,0.007,0,0,0.001
92,10,Pass,118,22,68,0.005,0,0,0
92,10,Pass,118,24,73,0.003,0,0,0.001
92,10,Pass,118,26,84,0.002,1,0,0.001
92,10,Pass,118,28,99,0.003,1,0,0.003
92,10,Pass,118,30,105,0.005,1,0,0.008
92,10,Pass,118,32,120,0.007,1,0,0.017
92,10,Pass,118,34,124,0.01,2,0,0.033
92,10,Pass,118,36,123,0.014,2,0.001,0.049
92,10,Pass,118,38,122,0.02,2,0.001,0.055
92,10,Pass,118,40,126,0.028,2,0.001,0.049
92,10,Pass,118,42,119,0.035,2,0.001,0.041
92,10,Pass,118,44,113,0.04,2,0.001,0.037
92,10,Pass,118,46,106,0.04,2,0.001,0.034
92,10,Pass,118,48,97,0.035,1,0.001,0.032
92,10,Pass,118,50,89,0.028,1,0.001,0.029
92,10,Pass,118,52,76,0.021,1,0.001,0.027
92,10,Pass,118,54,63,0.016,1,0,0.027
92,10,Pass,118,56,56,0.014,1,0,0.032
92,10,Pass,118,58,45,0.014,1,0.001,0.038
92,10,Pass,118,60,36,0.012,0,0,0.04
92,10,Pass,118,62,29,0.009,0,0,0.038
92,10,Pass,118,64,25,0.005,0,0,0.032
92,10,Pass,118,66,23,0.003,0,0,0.022
92,10,Pass,118,68,25,0.001,0,0,0.011
92,10,Pass,118,70,23,0.001,0,0,0.005
92,10,Pass,118,72,17,0.001,0,0,0.003
92,10,Pass,118,74,16,0.002,0,0,0.003
92,10,Pass,118,76,13,0.004,0,0,0.002
92,10,Pass,118,78,12,0.006,0,0,0.002
92,10,Pass,118,80,12,0.006,0,0,0.001
92,10,Pass,116,0,38,0.002,0,0,0
92,10,Pass,116,2,53,0.005,0,0,0
92,10,Pass,116,4,63,0.008,0,0,0
92,10,Pass,116,6,72,0.01,0,0,0.001
92,10,Pass,116,8,83,0.012,0,0,0.001
92,10,Pass,116,10,86,0.013,0,0,0.002
92,10,Pass,116,12,94,0.011,0,0,0.003
92,10,Pass,116,14,90,0.01,0,0,0.004
92,10,Pass,116,16,89,0.01,0,0,0.003
92,10,Pass,116,18,90,0.011,0,0,0.002
92,10,Pass,116,20,93,0.011,0,0,0.001
92,10,Pass,116,22,93,0.008,0,0,0.001
92,10,Pass,116,24,100,0.004,1,0,0.001
92,10,Pass,116,26,109,0.004,1,0,0.003
92,10,Pass,116,28,131,0.006,1,0,0.005
92,10,Pass,116,30,152,0.01,1,0,0.009
92,10,Pass,116,32,157,0.016,2,0,0.017
92,10,Pass,116,34,152,0.022,3,0.001,0.028
92,10,Pass,116,36,153,0.03,3,0.001,0.039
92,10,Pass,116,38,158,0.038,3,0.002,0.046
92,10,Pass,116,40,154,0.049,2,0.002,0.044
92,10,Pass,116,42,139,0.058,2,0.002,0.039
92,10,Pass,116,44,131,0.063,2,0.002,0.035
92,10,Pass,116,46,122,0.063,2,0.002,0.031
92,10,Pass,116,48,115,0.056,1,0.002,0.028
92,10,Pass,116,50,102,0.044,1,0.001,0.025
92,10,Pass,116,52,87,0.031,1,0.001,0.025
92,10,Pass,116,54,70,0.022,1,0.001,0.03
92,10,Pass,116,56,57,0.018,1,0.001,0.042
92,10,Pass,116,58,49,0.017,1,0.001,0.051
92,10,Pass,116,60,40,0.015,0,0.001,0.055
92,10,Pass,116,62,34,0.011,0,0.001,0.054
92,10,Pass,116,64,27,0.006,0,0,0.048
92,10,Pass,116,66,25,0.003,0,0,0.036
92,10,Pass,116,68,26,0.001,0,0,0.019
92,10,Pass,116,70,24,0.001,0,0,0.006
92,10,Pass,116,72,22,0.002,0,0,0.004
92,10,Pass,116,74,19,0.004,0,0,0.004
92,10,Pass,116,76,16,0.006,0,0,0.003
92,10,Pass,116,78,15,0.008,0,0,0.003
92,10,Pass,116,80,14,0.008,0,0,0.002
92,10,Pass,114,0,58,0.004,0,0,0.001
92,10,Pass,114,2,72,0.008,0,0,0.001
92,10,Pass,114,4,84,0.013,0,0,0.001
92,10,Pass,114,6,96,0.018,0,0,0.001
92,10,Pass,114,8,115,0.022,0,0,0.002
92,10,Pass,114,10,124,0.024,0,0,0.004
92,10,Pass,114,12,126,0.021,0,0,0.006
92,10,Pass,114,14,124,0.018,0,0,0.007
92,10,Pass,114,16,121,0.016,0,0,0.006
92,10,Pass,114,18,115,0.015,0,0,0.003
92,10,Pass,114,20,129,0.014,0,0,0.002
