x,y,event,endX,endY,Count,WeightedCount,Goals,WeightedProbabiliticGoals,GoalProbability
72,72,Pass,120,20,1,0,0,0,0
72,72,Pass,120,22,1,0,0,0,0
72,72,Pass,120,24,1,0,0,0,0
72,72,Pass,120,26,1,0,0,0,0
72,72,Pass,120,28,1,0,0,0,0
72,72,Pass,120,30,1,0,0,0,0
72,72,Pass,120,52,1,0,0,0,0
72,72,Pass,120,54,2,0,0,0,0
72,72,Pass,120,56,2,0,0,0,0
72,72,Pass,120,58,2,0,0,0,0
72,72,Pass,120,60,3,0,0,0,0
72,72,Pass,120,62,5,0,0,0,0
72,72,Pass,120,64,6,0.001,0,0,0
72,72,Pass,120,66,7,0.001,0,0,0
72,72,Pass,120,68,8,0.004,0,0,0
72,72,Pass,120,70,9,0.007,0,0,0
72,72,Pass,120,72,9,0.01,0,0,0
72,72,Pass,120,74,9,0.01,1,0,0
72,72,Pass,120,76,8,0.007,1,0,0
72,72,Pass,120,78,7,0.003,1,0,0
72,72,Pass,120,80,5,0.001,0,0,0
72,72,Pass,118,18,1,0,0,0,0
72,72,Pass,118,20,1,0,0,0,0
72,72,Pass,118,22,1,0,0,0,0
72,72,Pass,118,24,2,0,0,0,0
72,72,Pass,118,26,2,0,0,0,0
72,72,Pass,118,28,2,0,0,0,0
72,72,Pass,118,30,2,0,0,0,0
72,72,Pass,118,32,2,0,0,0,0
72,72,Pass,118,34,2,0,0,0,0
72,72,Pass,118,40,1,0,0,0,0
72,72,Pass,118,42,1,0,0,0,0
72,72,Pass,118,44,1,0,0,0,0
72,72,Pass,118,46,1,0,0,0,0
72,72,Pass,118,48,1,0,0,0,0
72,72,Pass,118,50,2,0,0,0,0
72,72,Pass,118,52,3,0,0,0,0
72,72,Pass,118,54,2,0,0,0,0
72,72,Pass,118,56,3,0,0,0,0
72,72,Pass,118,58,5,0,0,0,0
72,72,Pass,118,60,7,0,0,0,0
72,72,Pass,118,62,9,0,0,0,0
72,72,Pass,118,64,8,0.001,0,0,0
72,72,Pass,118,66,9,0.003,0,0,0
72,72,Pass,118,68,10,0.006,0,0,0
72,72,Pass,118,70,13,0.012,1,0,0
72,72,Pass,118,72,13,0.017,1,0,0
72,72,Pass,118,74,14,0.017,1,0,0
72,72,Pass,118,76,14,0.012,1,0,0
72,72,Pass,118,78,11,0.006,1,0,0
72,72,Pass,118,80,8,0.002,1,0,0
72,72,Pass,116,16,1,0,0,0,0
72,72,Pass,116,18,1,0,0,0,0
72,72,Pass,116,20,1,0,0,0,0
72,72,Pass,116,22,2,0,0,0,0
72,72,Pass,116,24,2,0,0,0,0
72,72,Pass,116,26,2,0,0,0,0
72,72,Pass,116,28,2,0,0,0,0
72,72,Pass,116,30,2,0,0,0,0
72,72,Pass,116,32,2,0,0,0,0
72,72,Pass,116,34,2,0,0,0,0
72,72,Pass,116,36,3,0,0,0,0
72,72,Pass,116,38,2,0,0,0,0
72,72,Pass,116,40,1,0,0,0,0
72,72,Pass,116,42,1,0,0,0,0
72,72,Pass,116,44,1,0,0,0,0
72,72,Pass,116,46,2,0,0,0,0
72,72,Pass,116,48,3,0,0,0,0
72,72,Pass,116,50,3,0,0,0,0
72,72,Pass,116,52,4,0,0,0,0
72,72,Pass,116,54,7,0,0,0,0
72,72,Pass,116,56,8,0,0,0,0
72,72,Pass,116,58,7,0,0,0,0
72,72,Pass,116,60,9,0,0,0,0
72,72,Pass,116,62,13,0.001,0,0,0
72,72,Pass,116,64,14,0.001,0,0,0
72,72,Pass,116,66,13,0.003,0,0,0
72,72,Pass,116,68,16,0.008,1,0,0
72,72,Pass,116,70,20,0.016,1,0,0
72,72,Pass,116,72,20,0.023,1,0,0
72,72,Pass,116,74,20,0.022,1,0,0
72,72,Pass,116,76,18,0.015,1,0,0
72,72,Pass,116,78,16,0.007,1,0,0
72,72,Pass,116,80,14,0.003,1,0,0
72,72,Pass,114,4,1,0,0,0,0.26
72,72,Pass,114,6,2,0,0,0,0.159
72,72,Pass,114,8,4,0,0,0,0.081
72,72,Pass,114,10,4,0,0,0,0.073
72,72,Pass,114,12,4,0,0,0,0.067
72,72,Pass,114,14,4,0,0,0,0.029
72,72,Pass,114,16,3,0,0,0,0.006
72,72,Pass,114,18,3,0,0,0,0.001
72,72,Pass,114,20,3,0,0,0,0
72,72,Pass,114,22,2,0.001,0,0,0
72,72,Pass,114,24,2,0.002,0,0,0
72,72,Pass,114,26,2,0.002,0,0,0
72,72,Pass,114,28,2,0.001,0,0,0
72,72,Pass,114,30,2,0.001,0,0,0
72,72,Pass,114,32,2,0,0,0,0
72,72,Pass,114,34,2,0,0,0,0
72,72,Pass,114,36,3,0,0,0,0
72,72,Pass,114,38,2,0,0,0,0
72,72,Pass,114,40,3,0,0,0,0
72,72,Pass,114,42,3,0,0,0,0
72,72,Pass,114,44,3,0,0,0,0
72,72,Pass,114,46,4,0,0,0,0
72,72,Pass,114,48,4,0,0,0,0
72,72,Pass,114,50,6,0,0,0,0
72,72,Pass,114,52,8,0,0,0,0
72,72,Pass,114,54,8,0,0,0,0
72,72,Pass,114,56,9,0,0,0,0
72,72,Pass,114,58,9,0,0,0,0
72,72,Pass,114,60,14,0,0,0,0
72,72,Pass,114,62,16,0.001,0,0,0
72,72,Pass,114,64,17,0.001,0,0,0
72,72,Pass,114,66,22,0.003,1,0,0.001
72,72,Pass,114,68,27,0.008,1,0,0
72,72,Pass,114,70,25,0.015,1,0,0
72,72,Pass,114,72,24,0.021,1,0,0
72,72,Pass,114,74,25,0.021,1,0,0
72,72,Pass,114,76,24,0.014,1,0,0
72,72,Pass,114,78,22,0.007,1,0,0
72,72,Pass,114,80,20,0.003,1,0,0
72,72,Pass,112,2,2,0,0,0,0.187
72,72,Pass,112,4,2,0,0,0,0.174
72,72,Pass,112,6,4,0,0,0,0.094
72,72,Pass,112,8,4,0,0,0,0.084
72,72,Pass,112,10,4,0,0,0,0.077
72,72,Pass,112,12,4,0,0,0,0.07
