Count,WeightedCount,Goals,WeightedGoals,GoalProbability,WeightedProbabiliticGoals,y,x,event
1,0.0000778999136341057,0,0,0,0,26,78,Shot
1,0.000105385477733487,0,0,0,0,30,78,Shot
1,0.000316595471624305,0,0,0,0,32,78,Shot
2,0.000488468930153564,0,0,0,0,34,78,Shot
2,0.000542239634461087,0,0,0,0,36,78,Shot
2,0.000547011372044136,0,0,0,0,38,78,Shot
2,0.000597043120207644,0,0,0,0,40,78,Shot
2,0.000729601029670397,0,0,0,0,42,78,Shot
2,0.000758753627731936,0,0,0,0,44,78,Shot
1,0.000522395437502356,0,0,0,0,46,78,Shot
1,0.000204062198952713,0,0,0,0,48,78,Shot
1,0.000263861631911605,0,0,0,0,22,80,Shot
1,0.00133331665712527,0,0,0,0,24,80,Shot
1,0.00247853972259098,0,0,0,0,26,80,Shot
3,0.00236562758512521,0,0,0,0,28,80,Shot
3,0.00383379424658537,0,0,0,0,30,80,Shot
4,0.00836623088386572,0,0,0,0,32,80,Shot
4,0.010869746643524,0,0,0,0,34,80,Shot
6,0.0117019820030545,0,0,0,0,36,80,Shot
6,0.0117451256462232,0,0,0,0,38,80,Shot
5,0.0124153587390326,0,0,0,0,40,80,Shot
4,0.0145847154420133,0,0,0,0,42,80,Shot
4,0.0143940983641752,0,0,0,0,44,80,Shot
4,0.0107592537823321,0,0,0,0,46,80,Shot
2,0.00400574188911814,0,0,0,0,48,80,Shot
3,0.000867891895075388,0,0,0,0,50,80,Shot
1,0.0001689537221851,0,0,0,0,52,80,Shot
1,0.0000686914573407039,0,0,0,0,54,80,Shot
1,0.000224848050779963,0,0,0,0,20,82,Shot
2,0.0032766731874321,0,0,0,0,22,82,Shot
3,0.0162674815614598,0,0,0,0,24,82,Shot
6,0.0312465691724644,0,0,0,0,26,82,Shot
6,0.0292164962168117,0,0,0,0,28,82,Shot
7,0.0399150601714135,0,0,0,0,30,82,Shot
6,0.074087665786569,0,0,0,0,32,82,Shot
6,0.0898280967933449,0,0,0,0,34,82,Shot
9,0.0944789542498249,0,0,0,0,36,82,Shot
10,0.0942374222013708,0,0,0,0,38,82,Shot
