endX,endY,WeightedCount,WeightedExpectedGoals,GoalProbability
48,14,97.962,0.009,0.007
48,16,93.852,0.003,0.003
48,18,80.609,0.001,0.001
48,20,65.787,0,0
46,10,69.735,0.012,0.012
46,12,76.514,0.009,0.01
46,14,80.385,0.004,0.006
46,16,77.683,0.001,0.003
46,18,69.368,0,0.001
46,20,59.442,0,0
46,22,52.89,0,0
46,24,51.938,0,0
44,8,52.451,0.003,0.006
44,10,53.407,0.004,0.008
44,12,57.135,0.002,0.007
44,14,59.879,0.001,0.004
44,16,59.268,0,0.002
44,18,55.486,0,0.001
44,20,50.394,0,0.001
44,22,47.048,0,0.001
44,24,47.311,0,0.001
44,26,49.548,0,0.001
42,6,38.69,0,0.002
42,8,39.611,0.001,0.003
42,10,39.819,0.001,0.004
42,12,41.739,0,0.003
42,14,44.634,0,0.002
42,16,46.214,0,0.001
42,18,45.573,0,0.001
42,20,43.753,0.001,0.002
42,22,42.22,0.001,0.003
42,24,41.68,0.001,0.003
42,26,42.299,0,0.002
42,28,43.724,0,0.001
40,6,33.592,0,0.001
40,8,35.749,0,0.002
40,10,34.442,0,0.002
40,12,34.316,0,0.001
40,14,37.681,0,0.001
40,16,42.389,0,0.001
40,18,45.761,0,0.002
40,20,46.996,0.002,0.003
40,22,45.446,0.003,0.004
40,24,40.952,0.002,0.005
40,26,36.367,0.001,0.003
40,28,35.092,0,0.002
38,6,36.158,0.001,0.002
38,8,37.77,0.001,0.002
38,10,33.903,0.001,0.002
38,12,31.58,0,0.002
38,14,36.184,0,0.001
38,16,46.18,0,0.001
38,18,56.124,0.001,0.002
38,20,61.014,0.002,0.003
38,22,57.475,0.004,0.004
38,24,46.192,0.003,0.005
38,26,33.706,0.001,0.004
38,28,26.677,0,0.002
38,30,24.242,0,0.001
36,4,29.183,0.001,0.002
36,6,37.829,0.002,0.003
36,8,38.495,0.003,0.004
36,10,32.978,0.002,0.004
36,12,29.878,0.001,0.003
36,14,36.822,0,0.002
36,16,52.993,0,0.001
36,18,69.759,0.001,0.002
36,20,77.111,0.002,0.003
36,22,69.916,0.003,0.003
36,24,51.688,0.002,0.004
36,26,32.309,0.001,0.004
36,28,19.889,0,0.003
36,30,14.513,0,0.001
34,4,25.597,0.001,0.003
34,6,33.251,0.002,0.005
34,8,33.923,0.004,0.006
34,10,29.338,0.003,0.006
34,12,27.958,0.001,0.004
34,14,37.694,0.001,0.003
34,16,57.659,0.001,0.003
34,18,77.267,0.001,0.003
34,20,83.939,0.002,0.003
34,22,73.277,0.001,0.003
34,24,51.837,0.001,0.003
34,26,30.36,0,0.003
34,28,15.787,0,0.002
34,30,8.54,0,0.001
32,6,24.434,0.002,0.005
32,8,25.212,0.002,0.007
32,10,23.352,0.002,0.007
32,12,25.655,0.001,0.006
32,14,37.878,0.001,0.005
32,16,57.831,0.003,0.005
32,18,74.892,0.005,0.005
32,20,78.162,0.004,0.005
32,22,66.24,0.002,0.004
32,24,46.868,0.001,0.003
32,26,28.271,0,0.002
32,28,14.558,0,0.001
32,30,6.496,0,0.001
30,6,17.502,0.001,0.005
30,8,17.042,0.001,0.006
30,10,17.128,0.001,0.006
30,12,22.674,0.001,0.006
30,14,36.039,0.002,0.008
30,16,53.108,0.006,0.009
30,18,64.711,0.01,0.01
30,20,64.117,0.009,0.009
30,22,53.293,0.004,0.007
30,24,39.104,0.001,0.004
30,26,25.633,0,0.002
30,28,14.201,0,0.001
28,6,15.52,0,0.002
28,8,12.535,0,0.004
28,10,12.207,0,0.005
28,12,18.045,0,0.007
28,14,29.761,0.002,0.01
28,16,42.298,0.007,0.013
28,18,48.71,0.012,0.014
28,20,45.972,0.01,0.013
28,22,37.698,0.005,0.01
28,24,28.831,0.001,0.006
28,26,20.341,0,0.003
28,28,11.987,0,0.001
26,8,10.357,0,0.002
26,10,8.337,0,0.004
26,12,11.788,0,0.008
26,14,19.399,0.001,0.012
26,16,26.912,0.004,0.015
26,18,29.847,0.007,0.018
26,20,27.171,0.006,0.017
26,22,21.979,0.003,0.013
26,24,17.195,0.001,0.008
26,26,12.623,0,0.003
24,10,4.992,0,0.003
24,12,5.923,0,0.008
24,14,9.399,0,0.013
24,16,12.841,0.001,0.017
24,18,13.945,0.002,0.02
24,20,12.397,0.002,0.021
24,22,9.86,0.001,0.016
24,24,7.725,0,0.009
22,16,4.433,0,0.019
22,18,4.769,0,0.023
60,8,97.664,0.006,0.003
60,10,111.095,0.008,0.004
60,12,123.729,0.009,0.005
58,4,103.562,0,0
58,6,103.461,0.001,0
58,8,104.798,0.002,0.001
58,10,120.314,0.004,0.002
58,12,143.196,0.007,0.002
58,14,155.767,0.01,0.002
58,16,151.478,0.013,0.002
56,2,99.446,0,0
56,4,112.89,0,0
56,6,108.793,0.001,0.001
56,8,106.313,0.003,0.001
56,10,123.135,0.006,0.002
56,12,152.196,0.011,0.002
56,14,170.629,0.014,0.002
56,16,168.215,0.016,0.002
