GoalProbability,WeightedExpectedGoals,WeightedCount
0,0,340680.599
0.02,0,12870.951
0.04,0,3287.297
0.03,0,5321.061
0.01,0,42185.732
0.06,0,1347.804
0.05,0,2543.772
0.07,0,704.566
0.1,0,282.683
0.09,0,591.453
0.11,0,241.818
0.08,0,533.037
0.12,0,172.021
0.13,0,126.162
0.14,0,121.697
0.16,0,61.531
0.19,0,56.286
0.18,0,53.5
0.2,0,117.224
0.17,0,59.925
0.15,0,148.257
0.22,0,29.748
0.34,0,8.567
0.42,0,8.335
0.47,0,15.939
0.5,0,2.313
0.27,0,27.474
0.38,0,7.56
0.45,0,9.984
0.48,0,3.04
0.51,0,2.541
0.32,0,13.893
0.41,0,8.437
0.49,0,1.928
0.25,0,25.151
0.36,0,8.589
0.44,0,8.361
0.3,0,13.23
0.4,0,7.655
0.46,0,11.813
0.35,0,7.3
0.43,0,6.903
0.28,0,21.494
0.39,0,6.665
0.33,0,17.796
0.37,0,8.758
0.24,0,24.904
0.26,0,25.831
0.23,0,27.717
0.29,0,29.072
0.31,0,13.421
0.21,0,35.197
0.2,0.000909090909090909,100.629
0.13,0.000909090909090909,131.703
0.14,0.000909090909090909,121.738
0.11,0.000909090909090909,240.228
0.1,0.000909090909090909,286.019
0.08,0.000909090909090909,571.868
0.07,0.000909090909090909,667.594
0.12,0.000909090909090909,161.15
0.09,0.000909090909090909,507.941
0.06,0.000909090909090909,1155.272
0.03,0.000909090909090909,4866.685
0.2,0.00181818181818182,84.613
0.2,0.00272727272727273,69.339
0.33,0.000909090909090909,19.661
0.28,0.000909090909090909,21.514
0.37,0.000909090909090909,8.543
0.05,0.000909090909090909,1868.346
0.46,0.000909090909090909,16.223
0.36,0.000909090909090909,8.594
0.44,0.000909090909090909,11.197
0.48,0.000909090909090909,5.217
0.3,0.000909090909090909,13.991
0.4,0.000909090909090909,9.287
0.45,0.000909090909090909,10.892
0.23,0.000909090909090909,34.525
0.34,0.000909090909090909,9.652
0.15,0.000909090909090909,128.112
0.14,0.00181818181818182,114.614
0.12,0.00272727272727273,156.87
0.13,0.00272727272727273,124.805
0.11,0.00181818181818182,229.47
0.1,0.00181818181818182,257.774
0.09,0.00181818181818182,403.709
0.49,0.000909090909090909,2.846
0.5,0.000909090909090909,2.37
0.43,0.000909090909090909,8.417
0.38,0.000909090909090909,6.835
0.29,0.000909090909090909,21.952
0.13,0.00181818181818182,134.521
0.11,0.00272727272727273,184.708
0.08,0.00181818181818182,466.246
0.39,0.000909090909090909,7.3
0.12,0.00181818181818182,163.365
0.04,0.000909090909090909,2771.143
0.07,0.00181818181818182,587.262
0.2,0.00454545454545455,46.794
0.2,0.00363636363636364,51.547
0.19,0.000909090909090909,59.503
0.16,0.000909090909090909,74.92
0.26,0.000909090909090909,28.283
0.37,0.00181818181818182,10.321
0.42,0.000909090909090909,9.157
0.25,0.00181818181818182,21.69
0.35,0.00272727272727273,8.442
0.42,0.00181818181818182,9.217
0.19,0.00181818181818182,49.636
0.3,0.00272727272727273,11.64
0.38,0.00181818181818182,6.968
0.23,0.00181818181818182,35.819
0.31,0.00181818181818182,16.678
0.22,0.000909090909090909,38.132
0.32,0.000909090909090909,16.701
0.41,0.00181818181818182,9.235
0.47,0.00272727272727273,13.157
0.49,0.00181818181818182,3.21
0.26,0.00181818181818182,24.302
0.38,0.00272727272727273,8.783
0.44,0.00363636363636364,7.656
0.48,0.00363636363636364,4.077
0.31,0.00363636363636364,14.012
0.4,0.00454545454545455,5.817
0.45,0.00363636363636364,9.234
0.47,0.00181818181818182,20.978
0.24,0.00272727272727273,21.757
0.33,0.00272727272727273,17.345
0.39,0.00272727272727273,7.665
0.24,0.00181818181818182,30.229
0.15,0.00181818181818182,122.706
