GoalProbability,WeightedExpectedGoals,WeightedCount
0,0,227498.697
0.03,0,8048.095
0.02,0,14765.19
0.03,0.000909090909090909,6703.276
0.01,0,39074.708
0.07,0,1214.462
0.06,0,2230.901
0.04,0,4774.59
0.05,0,2706.296
0.07,0.000909090909090909,1284.47
0.08,0,1036.001
0.3,0,101.06
0.23,0,65.724
0.07,0.00181818181818182,1176.633
0.06,0.000909090909090909,1984.752
0.12,0,313.47
0.17,0,97.345
0.22,0,59.909
0.26,0,64.952
0.28,0,83.506
0.29,0,135.598
0.06,0.00181818181818182,1586.207
0.15,0,152.744
0.27,0,53.049
0.14,0,160.812
0.21,0,58.411
0.2,0,79.455
0.11,0,310.903
0.19,0,79.112
0.25,0,55.646
0.1,0,549.882
0.16,0,199.423
0.18,0,86.984
0.09,0,625.845
0.24,0,73.346
0.13,0,206.437
0.3,0.000909090909090909,88.708
0.08,0.000909090909090909,1061.538
0.3,0.00181818181818182,79.876
0.3,0.00272727272727273,64.568
0.3,0.00363636363636364,56.738
0.35,0,10.046
0.33,0,15.139
0.31,0,29.599
0.34,0,19.233
0.32,0,24.939
0.08,0.00181818181818182,886.109
0.3,0.00454545454545455,46.635
0.3,0.00545454545454545,39.774
0.3,0.00636363636363636,35.168
0.3,0.00727272727272727,23.831
0.29,0.000909090909090909,116.42
0.3,0.00818181818181818,21.621
0.3,0.00909090909090909,17.703
0.28,0.000909090909090909,75.591
0.29,0.00181818181818182,89.101
0.25,0.000909090909090909,55.834
0.26,0.000909090909090909,56.138
0.24,0.000909090909090909,69.649
0.22,0.000909090909090909,64.731
0.16,0.000909090909090909,190.194
0.34,0.000909090909090909,21.569
0.33,0.000909090909090909,18.067
0.32,0.000909090909090909,22.111
0.35,0.000909090909090909,14.02
0.21,0.000909090909090909,72.19
0.33,0.00181818181818182,12.014
0.27,0.000909090909090909,51.185
0.34,0.00181818181818182,19.575
0.2,0.000909090909090909,82.106
0.29,0.00272727272727273,83.653
0.28,0.00181818181818182,77.108
0.27,0.00181818181818182,51.55
0.23,0.000909090909090909,68.214
0.19,0.000909090909090909,90.662
0.26,0.00181818181818182,50.117
0.25,0.00181818181818182,54.348
0.24,0.00181818181818182,74.603
0.21,0.00181818181818182,79.429
0.13,0.000909090909090909,239.271
0.26,0.00272727272727273,46.311
0.25,0.00272727272727273,56.049
0.23,0.00181818181818182,64.211
0.17,0.000909090909090909,117.458
0.1,0.000909090909090909,557.383
0.16,0.00181818181818182,161.889
0.16,0.00272727272727273,128.854
0.15,0.000909090909090909,164.333
0.31,0.00181818181818182,31.683
0.32,0.00181818181818182,21.411
0.33,0.00272727272727273,13.836
0.34,0.00272727272727273,19.644
0.32,0.00272727272727273,22.755
0.33,0.00363636363636364,13.538
0.14,0.000909090909090909,188.699
0.09,0.000909090909090909,665.357
0.34,0.00454545454545455,20.079
0.34,0.00363636363636364,19.052
0.35,0.00181818181818182,12.203
0.35,0.00363636363636364,11.092
0.35,0.00272727272727273,11.182
0.31,0.000909090909090909,31.612
0.22,0.00181818181818182,58.708
0.18,0.000909090909090909,96.658
0.05,0.000909090909090909,2755.479
0.04,0.000909090909090909,4164.117
0.26,0.00363636363636364,41.919
0.25,0.00454545454545455,37.534
0.25,0.00363636363636364,52.322
0.23,0.00363636363636364,53.919
0.19,0.00181818181818182,87.408
0.11,0.000909090909090909,355.842
0.26,0.00454545454545455,46.518
0.26,0.00545454545454545,29.093
0.22,0.00272727272727273,67.997
0.24,0.00272727272727273,63.605
0.12,0.000909090909090909,341.732
0.16,0.00363636363636364,113.502
0.15,0.00181818181818182,152.913
0.28,0.00272727272727273,63.102
0.31,0.00363636363636364,26.667
0.29,0.00454545454545455,56.871
0.32,0.00545454545454545,13.146
0.31,0.00545454545454545,25.775
0.33,0.00636363636363636,16.249
0.33,0.00454545454545455,10.837
0.21,0.00272727272727273,65.241
0.2,0.00181818181818182,73.774
0.15,0.00272727272727273,127.386
0.32,0.00454545454545455,16.979
0.1,0.00181818181818182,481.431
0.22,0.00363636363636364,59.99
0.33,0.00818181818181818,13.197
0.34,0.00636363636363636,18.56
0.17,0.00181818181818182,95.498
0.27,0.00454545454545455,37.684
0.32,0.00727272727272727,17.822
0.34,0.00818181818181818,15.071
0.31,0.00272727272727273,28.512
0.33,0.00545454545454545,15.441
0.14,0.00181818181818182,172.868
0.34,0.00727272727272727,18.515
0.34,0.00545454545454545,18.743
0.28,0.00363636363636364,64.44
0.35,0.00636363636363636,9.863
0.35,0.00454545454545455,15.573
0.27,0.00272727272727273,46.891
0.13,0.00181818181818182,229.715
0.11,0.00181818181818182,315.081
0.12,0.00181818181818182,292.656
0.13,0.00272727272727273,203.836
0.17,0.00272727272727273,115.044
0.18,0.00363636363636364,88.74
0.18,0.00181818181818182,95.973
0.02,0.000909090909090909,9843.51
0.2,0.00272727272727273,79.264
0.19,0.00272727272727273,77.97
0.05,0.00181818181818182,2238.485
0.09,0.00181818181818182,620.491
0.1,0.00272727272727273,402.099
0.09,0.00272727272727273,533.646
0.08,0.00272727272727273,749.144
0.04,0.00181818181818182,2981.292
0.24,0.00363636363636364,47.98
0.24,0.00454545454545455,41.744
0.24,0.00636363636363636,33.266
0.23,0.00545454545454545,56.469
0.22,0.00454545454545455,57.476
0.23,0.00272727272727273,59.993
0.03,0.00181818181818182,3930.598
0.25,0.00636363636363636,43.109
0.25,0.00545454545454545,50.257
0.25,0.00818181818181818,30.006
0.21,0.00363636363636364,56.039
0.01,0.000909090909090909,14603.347
0.24,0.00545454545454545,35.445
0.18,0.00272727272727273,100.121
0.16,0.00454545454545455,103.69
0.19,0.00363636363636364,82.521
0.32,0.00363636363636364,17.772
0.28,0.00636363636363636,33.493
0.31,0.00727272727272727,17.774
0.29,0.00636363636363636,33.698
0.28,0.00454545454545455,54.344
0.2,0.00363636363636364,75.031
0.27,0.00545454545454545,29.536
0.32,0.00636363636363636,10.673
0.33,0.00909090909090909,10.906
0.32,0.00909090909090909,11.009
0.34,0.01,8.567
0.31,0.00818181818181818,13.915
0.34,0.00909090909090909,6.974
0.35,0.00727272727272727,12.505
0.35,0.00545454545454545,13.231
0.29,0.00363636363636364,65.652
0.19,0.00454545454545455,62.831
0.17,0.00454545454545455,107.102
0.12,0.00272727272727273,287.613
