"","x","y","endX","endY","event","GoalProbability","WeightedExpectedGoals","WeightedCount"
"1",108,40,0,0,"Shot",0.501065885186099,0.135165380493264,8.54880802625528
"2",96,22,112,32,"Pass",0.409469278296079,0.045517234189669,3.52281202404346
"3",116,36,0,0,"Shot",0.484000337417004,0.0373775085945455,2.44736989748178
"4",90,40,98,44,"Pass",0.244979351190682,0.0349417579144653,4.52012243647037
"5",112,30,0,0,"Shot",0.146914671296976,0.0311649840875003,6.72259069486113
"6",98,28,106,28,"Pass",0.335753184294581,0.0299574093249272,2.82760695730574
"7",112,32,116,42,"Pass",0.835630090143814,0.0298925424852714,1.13366232357106
"8",72,8,64,12,"Pass",0.181013058171083,0.0275167811938557,4.8175103130416
"9",120,24,116,34,"Pass",0.266111466677446,0.0274388891189688,3.26766754328905
"10",66,26,68,12,"Pass",0.444586523064732,0.0270279070442073,1.92659776136775
"11",88,14,88,40,"Run",0.830365182286081,0.0265982083900487,1.01512186425101
"12",78,26,86,38,"Pass",0.249806341093716,0.0254405431124156,3.22743755727332
"13",120,0,98,26,"Pass",0.266826323935923,0.025121545991244,2.98368257452904
"14",98,42,102,36,"Pass",0.259798547808878,0.0241765084664352,2.94911555672343
"15",90,6,108,8,"Pass",0.424846227251161,0.0239568428941222,1.78703371920927
"16",102,10,100,24,"Pass",0.18803318370522,0.023922589064882,4.03188938820534
"17",110,50,0,0,"Shot",0.120355898291026,0.021317647670917,5.61315234938004
"18",80,74,64,72,"Pass",0.623644419719311,0.0188540718574343,0.958082804468864
"19",96,46,106,50,"Pass",0.267895342489387,0.0186078356715011,2.20123103458099
"20",84,2,72,8,"Pass",0.0866457386163939,0.016560705575411,6.05712527877416
"21",88,4,80,18,"Pass",0.0858603471429486,0.0162508375346997,5.99815986871096
"22",62,10,56,4,"Pass",0.224937910257219,0.0162189844715839,2.28505117209877
"23",104,54,108,56,"Pass",0.20256848933208,0.0151939407347364,2.37702345480831
"24",86,20,92,34,"Pass",0.0913094049534626,0.0151429195617438,5.25568140957727
