endX,endY,WeightedCount,WeightedExpectedGoals,GoalProbability
52,0,87.307,0,0
52,2,119.65,0.001,0
52,4,131.055,0.003,0.001
52,6,122.026,0.008,0.003
52,8,110.763,0.015,0.005
50,0,87.135,0,0
50,2,120.457,0.001,0
50,4,134.292,0.004,0.001
50,6,127.492,0.012,0.004
50,8,114.546,0.024,0.007
50,10,111.936,0.031,0.01
48,0,79.399,0,0
48,2,115.73,0.001,0
48,4,135.604,0.004,0.001
48,6,133.24,0.012,0.003
48,8,119.92,0.023,0.007
48,10,112.721,0.029,0.01
48,12,117.959,0.023,0.01
46,0,70.068,0,0
46,2,107.677,0.001,0
46,4,130.366,0.002,0.001
46,6,129.023,0.007,0.003
46,8,114.239,0.013,0.006
46,10,104.739,0.015,0.008
46,12,108.299,0.012,0.008
46,14,117.477,0.012,0.008
44,0,65.865,0,0
44,2,100.688,0,0
44,4,118.879,0.001,0.001
44,6,113.029,0.002,0.002
44,8,95.559,0.004,0.003
44,10,85.157,0.004,0.005
44,12,88.487,0.004,0.006
44,14,97.5,0.007,0.006
42,0,63.863,0,0
42,2,93.442,0,0
42,4,104.382,0,0
42,6,93.514,0.001,0.001
42,8,74.7,0.001,0.002
42,10,63.918,0.001,0.003
42,12,65.899,0.001,0.003
42,14,73.406,0.003,0.004
42,16,76.16,0.005,0.006
40,0,55.858,0,0
40,2,80.045,0,0
40,4,87.508,0,0
40,6,77.156,0,0.001
40,8,60.495,0.001,0.001
40,10,49.406,0,0.001
40,12,48.473,0,0.002
40,14,53.999,0.001,0.002
40,16,58.514,0.001,0.004
38,0,40.44,0,0
38,2,59.719,0,0
38,4,68.293,0,0.001
38,6,63.796,0.001,0.001
38,8,52.176,0.001,0.002
38,10,41.392,0.001,0.002
38,12,37.813,0,0.002
38,14,42.979,0,0.001
38,16,52.577,0,0.002
36,0,24.458,0,0
36,2,39.207,0,0.001
36,4,49.599,0.001,0.001
36,6,51.409,0.002,0.002
36,8,45.2,0.003,0.003
36,10,35.988,0.002,0.004
36,12,31.94,0.001,0.003
36,14,38.881,0,0.002
34,0,14.262,0,0.001
34,2,25.07,0,0.001
34,4,34.89,0.001,0.003
34,6,39.391,0.002,0.004
34,8,36.842,0.004,0.005
34,10,30.462,0.003,0.005
34,12,28.504,0.001,0.004
34,14,38.147,0.001,0.003
32,0,11.659,0,0.001
32,2,20.06,0,0.002
32,4,27.043,0.001,0.003
32,6,29.715,0.002,0.004
32,8,27.668,0.002,0.006
32,10,24.186,0.002,0.006
32,12,25.906,0.001,0.006
30,0,15.153,0,0
30,2,23.628,0,0.001
30,4,27.625,0,0.002
30,6,25.608,0.001,0.003
30,8,20.849,0.001,0.005
30,10,18.468,0.001,0.006
30,12,23.131,0.001,0.007
28,0,20.054,0,0
28,2,30.07,0,0
28,4,32.477,0,0.001
28,6,26.204,0,0.002
28,8,17.827,0,0.003
48,14,127.437,0.016,0.008
48,16,128.075,0.02,0.008
48,18,115.203,0.024,0.009
48,20,97.405,0.018,0.011
46,16,119.756,0.021,0.009
46,18,109.346,0.028,0.011
46,20,92.223,0.022,0.013
46,22,81.909,0.01,0.015
46,24,87.599,0.008,0.022
44,16,100.353,0.014,0.008
44,18,92.293,0.019,0.011
44,20,78.699,0.015,0.014
44,22,71.136,0.008,0.019
44,24,78.047,0.013,0.034
44,26,96.012,0.058,0.055
42,18,70.854,0.007,0.009
42,20,62.599,0.006,0.012
42,22,59.67,0.004,0.021
42,24,67.725,0.013,0.04
42,26,85.356,0.062,0.066
42,28,103.315,0.157,0.084
40,18,58.636,0.002,0.006
40,20,56.712,0.003,0.009
40,22,56.528,0.004,0.016
40,24,61.438,0.009,0.035
40,26,73.632,0.038,0.06
40,28,89.711,0.1,0.076
38,18,61.016,0.001,0.003
38,20,65.024,0.002,0.005
38,22,63.759,0.004,0.01
38,24,60.518,0.006,0.022
38,26,62.449,0.018,0.044
38,28,71.752,0.05,0.059
38,30,78.841,0.076,0.061
36,16,54.84,0,0.002
36,18,71.152,0.001,0.002
36,20,78.519,0.002,0.003
36,22,73.139,0.003,0.005
36,24,60.536,0.003,0.012
36,26,52.017,0.008,0.027
36,28,53.192,0.021,0.041
36,30,56.713,0.035,0.045
34,16,58.042,0.001,0.003
34,18,77.575,0.001,0.003
34,20,84.396,0.002,0.003
34,22,74.8,0.001,0.004
34,24,56.716,0.001,0.006
34,26,42.347,0.002,0.015
34,28,37.464,0.007,0.026
34,30,37.356,0.011,0.031
32,14,37.983,0.001,0.005
32,16,57.896,0.003,0.005
32,18,74.939,0.005,0.005
32,20,78.305,0.004,0.005
32,22,66.888,0.002,0.004
32,24,49.232,0.001,0.004
32,26,34.498,0.001,0.007
32,28,26.45,0.001,0.014
32,30,23.337,0.002,0.019
30,14,36.249,0.002,0.008
30,16,53.205,0.006,0.009
30,18,64.751,0.01,0.01
30,20,64.174,0.009,0.009
30,22,53.536,0.004,0.007
30,24,40.041,0.001,0.005
30,26,28.233,0,0.004
30,28,19.461,0,0.006
28,10,14.554,0,0.006
28,12,19.363,0,0.008
28,14,30.641,0.002,0.01
28,16,42.793,0.007,0.013
28,18,48.912,0.012,0.014
28,20,46.041,0.01,0.013
28,22,37.779,0.005,0.01
28,24,29.116,0.001,0.006
28,26,21.178,0,0.003
28,28,13.826,0,0.003
26,8,16.476,0,0.004
26,10,12.613,0,0.009
26,12,15.558,0.001,0.013
26,14,22.375,0.002,0.014
26,16,28.642,0.004,0.016
26,18,30.562,0.007,0.018
26,20,27.377,0.006,0.018
26,22,22.035,0.003,0.014
26,24,17.254,0.001,0.008
26,26,12.829,0,0.003
24,10,13.008,0.001,0.017
